"ProcedureName","CallerModule","LineNumber","LineText"
"EnsureTranslationSeed","modFwSetup","452","EnsureTranslationSeed workingDb, ""de-CH"", ""FORM.FRMORDERDETAIL.FORM_TITLE"", ""Bestellung"", ""FORM"", 349"
"EnsureTranslationSeed","modFwSetup","453","EnsureTranslationSeed workingDb, ""en-US"", ""FORM.FRMORDERDETAIL.FORM_TITLE"", ""Order"", ""FORM"", 349"
"EnsureTranslationSeed","modFwSetup","454","EnsureTranslationSeed workingDb, ""fr-CH"", ""FORM.FRMORDERDETAIL.FORM_TITLE"", ""Commande"", ""FORM"", 349"
"EnsureTranslationSeed","modFwSetup","455","EnsureTranslationSeed workingDb, ""de-CH"", ""FORM.FRMORDERDETAIL.ORDER_NO"", ""Bestell-Nr."", ""FORM"", 350"
"EnsureTranslationSeed","modFwSetup","456","EnsureTranslationSeed workingDb, ""en-US"", ""FORM.FRMORDERDETAIL.ORDER_NO"", ""Order no."", ""FORM"", 350"
"EnsureTranslationSeed","modFwSetup","457","EnsureTranslationSeed workingDb, ""fr-CH"", ""FORM.FRMORDERDETAIL.ORDER_NO"", ""No de commande"", ""FORM"", 350"
"EnsureTranslationSeed","modFwSetup","458","EnsureTranslationSeed workingDb, ""de-CH"", ""FORM.FRMORDERDETAIL.CUSTOMER_NAME"", ""Kunde"", ""FORM"", 351"
"EnsureTranslationSeed","modFwSetup","459","EnsureTranslationSeed workingDb, ""en-US"", ""FORM.FRMORDERDETAIL.CUSTOMER_NAME"", ""Customer"", ""FORM"", 351"
"EnsureTranslationSeed","modFwSetup","460","EnsureTranslationSeed workingDb, ""fr-CH"", ""FORM.FRMORDERDETAIL.CUSTOMER_NAME"", ""Client"", ""FORM"", 351"
"EnsureTranslationSeed","modFwSetup","461","EnsureTranslationSeed workingDb, ""de-CH"", ""FORM.FRMORDERDETAIL.ORDER_DATE"", ""Bestelldatum"", ""FORM"", 352"
"EnsureTranslationSeed","modFwSetup","462","EnsureTranslationSeed workingDb, ""en-US"", ""FORM.FRMORDERDETAIL.ORDER_DATE"", ""Order date"", ""FORM"", 352"
"EnsureTranslationSeed","modFwSetup","463","EnsureTranslationSeed workingDb, ""fr-CH"", ""FORM.FRMORDERDETAIL.ORDER_DATE"", ""Date de commande"", ""FORM"", 352"
"EnsureTranslationSeed","modFwSetup","464","EnsureTranslationSeed workingDb, ""de-CH"", ""FORM.FRMORDERDETAIL.DELIVERY_DATE"", ""Lieferdatum"", ""FORM"", 353"
"EnsureTranslationSeed","modFwSetup","465","EnsureTranslationSeed workingDb, ""en-US"", ""FORM.FRMORDERDETAIL.DELIVERY_DATE"", ""Delivery date"", ""FORM"", 353"
"EnsureTranslationSeed","modFwSetup","466","EnsureTranslationSeed workingDb, ""fr-CH"", ""FORM.FRMORDERDETAIL.DELIVERY_DATE"", ""Date de livraison"", ""FORM"", 353"
"EnsureTranslationSeed","modFwSetup","467","EnsureTranslationSeed workingDb, ""de-CH"", ""FORM.FRMORDERDETAIL.VALID_UNTIL"", ""Gueltig bis"", ""FORM"", 354"
"EnsureTranslationSeed","modFwSetup","468","EnsureTranslationSeed workingDb, ""en-US"", ""FORM.FRMORDERDETAIL.VALID_UNTIL"", ""Valid until"", ""FORM"", 354"
"EnsureTranslationSeed","modFwSetup","469","EnsureTranslationSeed workingDb, ""fr-CH"", ""FORM.FRMORDERDETAIL.VALID_UNTIL"", ""Valable jusqu'au"", ""FORM"", 354"
"EnsureTranslationSeed","modFwSetup","470","EnsureTranslationSeed workingDb, ""de-CH"", ""FORM.FRMORDERDETAIL.REFERENCE_TEXT"", ""Referenz"", ""FORM"", 355"
"EnsureTranslationSeed","modFwSetup","471","EnsureTranslationSeed workingDb, ""en-US"", ""FORM.FRMORDERDETAIL.REFERENCE_TEXT"", ""Reference"", ""FORM"", 355"
"EnsureTranslationSeed","modFwSetup","472","EnsureTranslationSeed workingDb, ""fr-CH"", ""FORM.FRMORDERDETAIL.REFERENCE_TEXT"", ""Reference"", ""FORM"", 355"
"EnsureTranslationSeed","modFwSetup","473","EnsureTranslationSeed workingDb, ""de-CH"", ""FORM.FRMORDERDETAIL.EXTERNAL_REFERENCE"", ""Externe Referenz"", ""FORM"", 356"
"EnsureTranslationSeed","modFwSetup","474","EnsureTranslationSeed workingDb, ""en-US"", ""FORM.FRMORDERDETAIL.EXTERNAL_REFERENCE"", ""External reference"", ""FORM"", 356"
"EnsureTranslationSeed","modFwSetup","475","EnsureTranslationSeed workingDb, ""fr-CH"", ""FORM.FRMORDERDETAIL.EXTERNAL_REFERENCE"", ""Reference externe"", ""FORM"", 356"
"EnsureTranslationSeed","modFwSetup","476","EnsureTranslationSeed workingDb, ""de-CH"", ""FORM.FRMORDERDETAIL.LANGUAGE_CODE"", ""Sprache"", ""FORM"", 357"
"EnsureTranslationSeed","modFwSetup","477","EnsureTranslationSeed workingDb, ""en-US"", ""FORM.FRMORDERDETAIL.LANGUAGE_CODE"", ""Language"", ""FORM"", 357"
"EnsureTranslationSeed","modFwSetup","478","EnsureTranslationSeed workingDb, ""fr-CH"", ""FORM.FRMORDERDETAIL.LANGUAGE_CODE"", ""Langue"", ""FORM"", 357"
"EnsureTranslationSeed","modFwSetup","479","EnsureTranslationSeed workingDb, ""de-CH"", ""FORM.FRMORDERDETAIL.CURRENCY_CODE"", ""Waehrung"", ""FORM"", 358"
"EnsureTranslationSeed","modFwSetup","480","EnsureTranslationSeed workingDb, ""en-US"", ""FORM.FRMORDERDETAIL.CURRENCY_CODE"", ""Currency"", ""FORM"", 358"
"EnsureTranslationSeed","modFwSetup","481","EnsureTranslationSeed workingDb, ""fr-CH"", ""FORM.FRMORDERDETAIL.CURRENCY_CODE"", ""Devise"", ""FORM"", 358"
"EnsureTranslationSeed","modFwSetup","482","EnsureTranslationSeed workingDb, ""de-CH"", ""FORM.FRMORDERDETAIL.PAYMENT_TERM_CODE"", ""Zahlungsbedingung"", ""FORM"", 359"
"EnsureTranslationSeed","modFwSetup","483","EnsureTranslationSeed workingDb, ""en-US"", ""FORM.FRMORDERDETAIL.PAYMENT_TERM_CODE"", ""Payment term"", ""FORM"", 359"
"EnsureTranslationSeed","modFwSetup","484","EnsureTranslationSeed workingDb, ""fr-CH"", ""FORM.FRMORDERDETAIL.PAYMENT_TERM_CODE"", ""Condition de paiement"", ""FORM"", 359"
"EnsureTranslationSeed","modFwSetup","485","EnsureTranslationSeed workingDb, ""de-CH"", ""FORM.FRMORDERDETAIL.VAT_MODE"", ""MWST-Modus"", ""FORM"", 360"
"EnsureTranslationSeed","modFwSetup","486","EnsureTranslationSeed workingDb, ""en-US"", ""FORM.FRMORDERDETAIL.VAT_MODE"", ""VAT mode"", ""FORM"", 360"
"EnsureTranslationSeed","modFwSetup","487","EnsureTranslationSeed workingDb, ""fr-CH"", ""FORM.FRMORDERDETAIL.VAT_MODE"", ""Mode TVA"", ""FORM"", 360"
"EnsureTranslationSeed","modFwSetup","488","EnsureTranslationSeed workingDb, ""de-CH"", ""FORM.FRMORDERDETAIL.ORDER_STATUS_CODE"", ""Status"", ""FORM"", 361"
"EnsureTranslationSeed","modFwSetup","489","EnsureTranslationSeed workingDb, ""en-US"", ""FORM.FRMORDERDETAIL.ORDER_STATUS_CODE"", ""Status"", ""FORM"", 361"
"EnsureTranslationSeed","modFwSetup","490","EnsureTranslationSeed workingDb, ""fr-CH"", ""FORM.FRMORDERDETAIL.ORDER_STATUS_CODE"", ""Statut"", ""FORM"", 361"
"EnsureTranslationSeed","modFwSetup","491","EnsureTranslationSeed workingDb, ""de-CH"", ""FORM.FRMORDERDETAIL.NOTES_TEXT"", ""Notizen"", ""FORM"", 362"
"EnsureTranslationSeed","modFwSetup","492","EnsureTranslationSeed workingDb, ""en-US"", ""FORM.FRMORDERDETAIL.NOTES_TEXT"", ""Notes"", ""FORM"", 362"
"EnsureTranslationSeed","modFwSetup","493","EnsureTranslationSeed workingDb, ""fr-CH"", ""FORM.FRMORDERDETAIL.NOTES_TEXT"", ""Notes"", ""FORM"", 362"
"EnsureTranslationSeed","modFwSetup","494","EnsureTranslationSeed workingDb, ""de-CH"", ""FORM.FRMORDERDETAIL.INTERNAL_NOTES_TEXT"", ""Interne Notizen"", ""FORM"", 363"
"EnsureTranslationSeed","modFwSetup","495","EnsureTranslationSeed workingDb, ""en-US"", ""FORM.FRMORDERDETAIL.INTERNAL_NOTES_TEXT"", ""Internal notes"", ""FORM"", 363"
"EnsureTranslationSeed","modFwSetup","496","EnsureTranslationSeed workingDb, ""fr-CH"", ""FORM.FRMORDERDETAIL.INTERNAL_NOTES_TEXT"", ""Notes internes"", ""FORM"", 363"
"EnsureTranslationSeed","modFwSetup","497","EnsureTranslationSeed workingDb, ""de-CH"", ""FORM.FRMORDERDETAIL.SUBTOTAL_NET_AMOUNT"", ""Zwischentotal netto"", ""FORM"", 364"
"EnsureTranslationSeed","modFwSetup","498","EnsureTranslationSeed workingDb, ""en-US"", ""FORM.FRMORDERDETAIL.SUBTOTAL_NET_AMOUNT"", ""Subtotal net"", ""FORM"", 364"
"EnsureTranslationSeed","modFwSetup","499","EnsureTranslationSeed workingDb, ""fr-CH"", ""FORM.FRMORDERDETAIL.SUBTOTAL_NET_AMOUNT"", ""Sous-total net"", ""FORM"", 364"
"EnsureTranslationSeed","modFwSetup","500","EnsureTranslationSeed workingDb, ""de-CH"", ""FORM.FRMORDERDETAIL.NET_AMOUNT"", ""Netto"", ""FORM"", 365"
"EnsureTranslationSeed","modFwSetup","501","EnsureTranslationSeed workingDb, ""en-US"", ""FORM.FRMORDERDETAIL.NET_AMOUNT"", ""Net"", ""FORM"", 365"
"EnsureTranslationSeed","modFwSetup","502","EnsureTranslationSeed workingDb, ""fr-CH"", ""FORM.FRMORDERDETAIL.NET_AMOUNT"", ""Net"", ""FORM"", 365"
"EnsureTranslationSeed","modFwSetup","503","EnsureTranslationSeed workingDb, ""de-CH"", ""FORM.FRMORDERDETAIL.VAT_AMOUNT"", ""MWST"", ""FORM"", 366"
"EnsureTranslationSeed","modFwSetup","504","EnsureTranslationSeed workingDb, ""en-US"", ""FORM.FRMORDERDETAIL.VAT_AMOUNT"", ""VAT"", ""FORM"", 366"
"EnsureTranslationSeed","modFwSetup","505","EnsureTranslationSeed workingDb, ""fr-CH"", ""FORM.FRMORDERDETAIL.VAT_AMOUNT"", ""TVA"", ""FORM"", 366"
"EnsureTranslationSeed","modFwSetup","506","EnsureTranslationSeed workingDb, ""de-CH"", ""FORM.FRMORDERDETAIL.GROSS_AMOUNT"", ""Brutto"", ""FORM"", 367"
"EnsureTranslationSeed","modFwSetup","507","EnsureTranslationSeed workingDb, ""en-US"", ""FORM.FRMORDERDETAIL.GROSS_AMOUNT"", ""Gross"", ""FORM"", 367"
"EnsureTranslationSeed","modFwSetup","508","EnsureTranslationSeed workingDb, ""fr-CH"", ""FORM.FRMORDERDETAIL.GROSS_AMOUNT"", ""Brut"", ""FORM"", 367"
"EnsureTranslationSeed","modFwSetup","510","EnsureTranslationSeed workingDb, ""de-CH"", ""MSG.ORDER_DETAIL_MISSING_ID"", ""Keine Bestellung uebergeben."", ""MSG"", 368"
"EnsureTranslationSeed","modFwSetup","511","EnsureTranslationSeed workingDb, ""en-US"", ""MSG.ORDER_DETAIL_MISSING_ID"", ""No order was provided."", ""MSG"", 368"
"EnsureTranslationSeed","modFwSetup","512","EnsureTranslationSeed workingDb, ""fr-CH"", ""MSG.ORDER_DETAIL_MISSING_ID"", ""Aucune commande n'a ete transmise."", ""MSG"", 368"
"EnsureTranslationSeed","modFwSetup","513","EnsureTranslationSeed workingDb, ""de-CH"", ""MSG.ORDER_DETAIL_INVALID_ID"", ""Die uebergebene Bestell-ID ist ungueltig."", ""MSG"", 369"
"EnsureTranslationSeed","modFwSetup","514","EnsureTranslationSeed workingDb, ""en-US"", ""MSG.ORDER_DETAIL_INVALID_ID"", ""The provided order id is invalid."", ""MSG"", 369"
"EnsureTranslationSeed","modFwSetup","515","EnsureTranslationSeed workingDb, ""fr-CH"", ""MSG.ORDER_DETAIL_INVALID_ID"", ""L'identifiant de commande transmis est invalide."", ""MSG"", 369"
"EnsureTranslationSeed","modFwSetup","516","EnsureTranslationSeed workingDb, ""de-CH"", ""MSG.ORDER_DETAIL_NOT_FOUND"", ""Die Bestellung konnte nicht gefunden werden."", ""MSG"", 370"
"EnsureTranslationSeed","modFwSetup","517","EnsureTranslationSeed workingDb, ""en-US"", ""MSG.ORDER_DETAIL_NOT_FOUND"", ""The order could not be found."", ""MSG"", 370"
"EnsureTranslationSeed","modFwSetup","518","EnsureTranslationSeed workingDb, ""fr-CH"", ""MSG.ORDER_DETAIL_NOT_FOUND"", ""La commande n'a pas pu etre trouvee."", ""MSG"", 370"
"EnsureTranslationSeed","modFwSetup","519","EnsureTranslationSeed workingDb, ""de-CH"", ""MSG.ORDER_DETAIL_SAVE_ERROR"", ""Fehler beim Speichern der Bestellung."", ""MSG"", 371"
"EnsureTranslationSeed","modFwSetup","520","EnsureTranslationSeed workingDb, ""en-US"", ""MSG.ORDER_DETAIL_SAVE_ERROR"", ""Error saving the order."", ""MSG"", 371"
"EnsureTranslationSeed","modFwSetup","521","EnsureTranslationSeed workingDb, ""fr-CH"", ""MSG.ORDER_DETAIL_SAVE_ERROR"", ""Erreur lors de l'enregistrement de la commande."", ""MSG"", 371"
"EnsureTranslationSeed","modFwSetup","522","EnsureTranslationSeed workingDb, ""de-CH"", ""MSG.ORDER_DETAIL_CANCEL_CONFIRM"", ""Aenderungen verwerfen?"", ""MSG"", 372"
"EnsureTranslationSeed","modFwSetup","523","EnsureTranslationSeed workingDb, ""en-US"", ""MSG.ORDER_DETAIL_CANCEL_CONFIRM"", ""Discard changes?"", ""MSG"", 372"
"EnsureTranslationSeed","modFwSetup","524","EnsureTranslationSeed workingDb, ""fr-CH"", ""MSG.ORDER_DETAIL_CANCEL_CONFIRM"", ""Abandonner les modifications ?"", ""MSG"", 372"
"EnsureTranslationSeed","modFwSetup","526","EnsureTranslationSeed workingDb, ""de-CH"", ""COMMON.SAVE"", ""Speichern"", ""COMMON"", 373"
"EnsureTranslationSeed","modFwSetup","527","EnsureTranslationSeed workingDb, ""en-US"", ""COMMON.SAVE"", ""Save"", ""COMMON"", 373"
"EnsureTranslationSeed","modFwSetup","528","EnsureTranslationSeed workingDb, ""fr-CH"", ""COMMON.SAVE"", ""Enregistrer"", ""COMMON"", 373"
"EnsureTranslationSeed","modFwSetup","529","EnsureTranslationSeed workingDb, ""de-CH"", ""COMMON.CANCEL"", ""Abbrechen"", ""COMMON"", 374"
"EnsureTranslationSeed","modFwSetup","530","EnsureTranslationSeed workingDb, ""en-US"", ""COMMON.CANCEL"", ""Cancel"", ""COMMON"", 374"
"EnsureTranslationSeed","modFwSetup","531","EnsureTranslationSeed workingDb, ""fr-CH"", ""COMMON.CANCEL"", ""Annuler"", ""COMMON"", 374"
"EnsureOrderDetailTranslations","modFwSetup","533","modLoggingHandler.LogInfo MODULE_NAME & "".EnsureOrderDetailTranslations"", _"
"LogInfo","modFwSetup","533","modLoggingHandler.LogInfo MODULE_NAME & "".EnsureOrderDetailTranslations"", _"
"EnsureOrderDetailTranslations","modFwSetup","538","modErrorHandler.HandleError MODULE_NAME, ""EnsureOrderDetailTranslations"", Err"
"HandleError","modFwSetup","538","modErrorHandler.HandleError MODULE_NAME, ""EnsureOrderDetailTranslations"", Err"
"EnsureTranslationSeed","modFwSetup","552","EnsureTranslationSeed workingDb, ""de-CH"", ""FORM.SFRMORDERLINES.LINE_NO"", ""Pos."", ""FORM"", 375"
"EnsureTranslationSeed","modFwSetup","553","EnsureTranslationSeed workingDb, ""en-US"", ""FORM.SFRMORDERLINES.LINE_NO"", ""Line"", ""FORM"", 375"
"EnsureTranslationSeed","modFwSetup","554","EnsureTranslationSeed workingDb, ""fr-CH"", ""FORM.SFRMORDERLINES.LINE_NO"", ""Pos."", ""FORM"", 375"
"EnsureTranslationSeed","modFwSetup","555","EnsureTranslationSeed workingDb, ""de-CH"", ""FORM.SFRMORDERLINES.ARTICLE_ID"", ""Artikel-ID"", ""FORM"", 376"
"EnsureTranslationSeed","modFwSetup","556","EnsureTranslationSeed workingDb, ""en-US"", ""FORM.SFRMORDERLINES.ARTICLE_ID"", ""Article id"", ""FORM"", 376"
"EnsureTranslationSeed","modFwSetup","557","EnsureTranslationSeed workingDb, ""fr-CH"", ""FORM.SFRMORDERLINES.ARTICLE_ID"", ""Id article"", ""FORM"", 376"
"EnsureTranslationSeed","modFwSetup","558","EnsureTranslationSeed workingDb, ""de-CH"", ""FORM.SFRMORDERLINES.ARTICLE_NO"", ""Artikel-Nr."", ""FORM"", 377"
"EnsureTranslationSeed","modFwSetup","559","EnsureTranslationSeed workingDb, ""en-US"", ""FORM.SFRMORDERLINES.ARTICLE_NO"", ""Article no."", ""FORM"", 377"
"EnsureTranslationSeed","modFwSetup","560","EnsureTranslationSeed workingDb, ""fr-CH"", ""FORM.SFRMORDERLINES.ARTICLE_NO"", ""No article"", ""FORM"", 377"
"EnsureTranslationSeed","modFwSetup","561","EnsureTranslationSeed workingDb, ""de-CH"", ""FORM.SFRMORDERLINES.DESCRIPTION_TEXT"", ""Beschreibung"", ""FORM"", 378"
"EnsureTranslationSeed","modFwSetup","562","EnsureTranslationSeed workingDb, ""en-US"", ""FORM.SFRMORDERLINES.DESCRIPTION_TEXT"", ""Description"", ""FORM"", 378"
"EnsureTranslationSeed","modFwSetup","563","EnsureTranslationSeed workingDb, ""fr-CH"", ""FORM.SFRMORDERLINES.DESCRIPTION_TEXT"", ""Description"", ""FORM"", 378"
"EnsureTranslationSeed","modFwSetup","564","EnsureTranslationSeed workingDb, ""de-CH"", ""FORM.SFRMORDERLINES.QUANTITY"", ""Menge"", ""FORM"", 379"
"EnsureTranslationSeed","modFwSetup","565","EnsureTranslationSeed workingDb, ""en-US"", ""FORM.SFRMORDERLINES.QUANTITY"", ""Quantity"", ""FORM"", 379"
"EnsureTranslationSeed","modFwSetup","566","EnsureTranslationSeed workingDb, ""fr-CH"", ""FORM.SFRMORDERLINES.QUANTITY"", ""Quantite"", ""FORM"", 379"
"EnsureTranslationSeed","modFwSetup","567","EnsureTranslationSeed workingDb, ""de-CH"", ""FORM.SFRMORDERLINES.UNIT_CODE"", ""Einheit"", ""FORM"", 380"
"EnsureTranslationSeed","modFwSetup","568","EnsureTranslationSeed workingDb, ""en-US"", ""FORM.SFRMORDERLINES.UNIT_CODE"", ""Unit"", ""FORM"", 380"
"EnsureTranslationSeed","modFwSetup","569","EnsureTranslationSeed workingDb, ""fr-CH"", ""FORM.SFRMORDERLINES.UNIT_CODE"", ""Unite"", ""FORM"", 380"
"EnsureTranslationSeed","modFwSetup","570","EnsureTranslationSeed workingDb, ""de-CH"", ""FORM.SFRMORDERLINES.UNIT_PRICE"", ""Preis"", ""FORM"", 381"
"EnsureTranslationSeed","modFwSetup","571","EnsureTranslationSeed workingDb, ""en-US"", ""FORM.SFRMORDERLINES.UNIT_PRICE"", ""Price"", ""FORM"", 381"
"EnsureTranslationSeed","modFwSetup","572","EnsureTranslationSeed workingDb, ""fr-CH"", ""FORM.SFRMORDERLINES.UNIT_PRICE"", ""Prix"", ""FORM"", 381"
"EnsureTranslationSeed","modFwSetup","573","EnsureTranslationSeed workingDb, ""de-CH"", ""FORM.SFRMORDERLINES.DISCOUNT_TYPE"", ""Rabattart"", ""FORM"", 382"
"EnsureTranslationSeed","modFwSetup","574","EnsureTranslationSeed workingDb, ""en-US"", ""FORM.SFRMORDERLINES.DISCOUNT_TYPE"", ""Discount type"", ""FORM"", 382"
"EnsureTranslationSeed","modFwSetup","575","EnsureTranslationSeed workingDb, ""fr-CH"", ""FORM.SFRMORDERLINES.DISCOUNT_TYPE"", ""Type de rabais"", ""FORM"", 382"
"EnsureTranslationSeed","modFwSetup","576","EnsureTranslationSeed workingDb, ""de-CH"", ""FORM.SFRMORDERLINES.DISCOUNT_VALUE"", ""Rabatt"", ""FORM"", 383"
"EnsureTranslationSeed","modFwSetup","577","EnsureTranslationSeed workingDb, ""en-US"", ""FORM.SFRMORDERLINES.DISCOUNT_VALUE"", ""Discount"", ""FORM"", 383"
"EnsureTranslationSeed","modFwSetup","578","EnsureTranslationSeed workingDb, ""fr-CH"", ""FORM.SFRMORDERLINES.DISCOUNT_VALUE"", ""Rabais"", ""FORM"", 383"
"EnsureTranslationSeed","modFwSetup","579","EnsureTranslationSeed workingDb, ""de-CH"", ""FORM.SFRMORDERLINES.SURCHARGE_TYPE"", ""Zuschlagsart"", ""FORM"", 384"
"EnsureTranslationSeed","modFwSetup","580","EnsureTranslationSeed workingDb, ""en-US"", ""FORM.SFRMORDERLINES.SURCHARGE_TYPE"", ""Surcharge type"", ""FORM"", 384"
"EnsureTranslationSeed","modFwSetup","581","EnsureTranslationSeed workingDb, ""fr-CH"", ""FORM.SFRMORDERLINES.SURCHARGE_TYPE"", ""Type de supplement"", ""FORM"", 384"
"EnsureTranslationSeed","modFwSetup","582","EnsureTranslationSeed workingDb, ""de-CH"", ""FORM.SFRMORDERLINES.SURCHARGE_VALUE"", ""Zuschlag"", ""FORM"", 385"
"EnsureTranslationSeed","modFwSetup","583","EnsureTranslationSeed workingDb, ""en-US"", ""FORM.SFRMORDERLINES.SURCHARGE_VALUE"", ""Surcharge"", ""FORM"", 385"
"EnsureTranslationSeed","modFwSetup","584","EnsureTranslationSeed workingDb, ""fr-CH"", ""FORM.SFRMORDERLINES.SURCHARGE_VALUE"", ""Supplement"", ""FORM"", 385"
"EnsureTranslationSeed","modFwSetup","585","EnsureTranslationSeed workingDb, ""de-CH"", ""FORM.SFRMORDERLINES.VAT_CODE"", ""MWST-Code"", ""FORM"", 386"
"EnsureTranslationSeed","modFwSetup","586","EnsureTranslationSeed workingDb, ""en-US"", ""FORM.SFRMORDERLINES.VAT_CODE"", ""VAT code"", ""FORM"", 386"
"EnsureTranslationSeed","modFwSetup","587","EnsureTranslationSeed workingDb, ""fr-CH"", ""FORM.SFRMORDERLINES.VAT_CODE"", ""Code TVA"", ""FORM"", 386"
"EnsureTranslationSeed","modFwSetup","588","EnsureTranslationSeed workingDb, ""de-CH"", ""FORM.SFRMORDERLINES.VAT_RATE"", ""MWST-Satz"", ""FORM"", 387"
"EnsureTranslationSeed","modFwSetup","589","EnsureTranslationSeed workingDb, ""en-US"", ""FORM.SFRMORDERLINES.VAT_RATE"", ""VAT rate"", ""FORM"", 387"
"EnsureTranslationSeed","modFwSetup","590","EnsureTranslationSeed workingDb, ""fr-CH"", ""FORM.SFRMORDERLINES.VAT_RATE"", ""Taux TVA"", ""FORM"", 387"
"EnsureTranslationSeed","modFwSetup","591","EnsureTranslationSeed workingDb, ""de-CH"", ""FORM.SFRMORDERLINES.LINE_NET_AMOUNT"", ""Netto"", ""FORM"", 388"
"EnsureTranslationSeed","modFwSetup","592","EnsureTranslationSeed workingDb, ""en-US"", ""FORM.SFRMORDERLINES.LINE_NET_AMOUNT"", ""Net"", ""FORM"", 388"
"EnsureTranslationSeed","modFwSetup","593","EnsureTranslationSeed workingDb, ""fr-CH"", ""FORM.SFRMORDERLINES.LINE_NET_AMOUNT"", ""Net"", ""FORM"", 388"
"EnsureTranslationSeed","modFwSetup","594","EnsureTranslationSeed workingDb, ""de-CH"", ""FORM.SFRMORDERLINES.LINE_VAT_AMOUNT"", ""MWST"", ""FORM"", 389"
"EnsureTranslationSeed","modFwSetup","595","EnsureTranslationSeed workingDb, ""en-US"", ""FORM.SFRMORDERLINES.LINE_VAT_AMOUNT"", ""VAT"", ""FORM"", 389"
"EnsureTranslationSeed","modFwSetup","596","EnsureTranslationSeed workingDb, ""fr-CH"", ""FORM.SFRMORDERLINES.LINE_VAT_AMOUNT"", ""TVA"", ""FORM"", 389"
"EnsureTranslationSeed","modFwSetup","597","EnsureTranslationSeed workingDb, ""de-CH"", ""FORM.SFRMORDERLINES.LINE_GROSS_AMOUNT"", ""Brutto"", ""FORM"", 390"
"EnsureTranslationSeed","modFwSetup","598","EnsureTranslationSeed workingDb, ""en-US"", ""FORM.SFRMORDERLINES.LINE_GROSS_AMOUNT"", ""Gross"", ""FORM"", 390"
"EnsureTranslationSeed","modFwSetup","599","EnsureTranslationSeed workingDb, ""fr-CH"", ""FORM.SFRMORDERLINES.LINE_GROSS_AMOUNT"", ""Brut"", ""FORM"", 390"
"EnsureOrderLinesTranslations","modFwSetup","601","modLoggingHandler.LogInfo MODULE_NAME & "".EnsureOrderLinesTranslations"", _"
"LogInfo","modFwSetup","601","modLoggingHandler.LogInfo MODULE_NAME & "".EnsureOrderLinesTranslations"", _"
"EnsureOrderLinesTranslations","modFwSetup","606","modErrorHandler.HandleError MODULE_NAME, ""EnsureOrderLinesTranslations"", Err"
"HandleError","modFwSetup","606","modErrorHandler.HandleError MODULE_NAME, ""EnsureOrderLinesTranslations"", Err"
"FormObjectExists","modFwSetup","620","If Not FormObjectExists(FORM_ORDER_LINES_SUBFORM) Then"
"EnsureOrderLinesTags","modFwSetup","621","modLoggingHandler.LogWarning MODULE_NAME & "".EnsureOrderLinesTags"", _"
"LogWarning","modFwSetup","621","modLoggingHandler.LogWarning MODULE_NAME & "".EnsureOrderLinesTags"", _"
"GetFormControlMetadata","modFwSetup","626","Set metadataItems = modFwComposerService.GetFormControlMetadata(FORM_ORDER_LINES_SUBFORM, True)"
"NzString","modFwSetup","631","ControlName = Trim$(modDaoHelper.NzString(metadata(""control_name"")))"
"NzString","modFwSetup","636","currentTag = modDaoHelper.NzString(metadata(""current_tag""))"
"SetTranslationKeyInTag","modFwSetup","637","updatedTag = modFwTranslationRuntime.SetTranslationKeyInTag( _"
