"ProcedureName","CallerModule","LineNumber","LineText"
"EnsureTranslationSeed","modFwSetup","235","EnsureTranslationSeed workingDb, ""en-US"", ""FORM.FRMFWTRANSLATIONTAGGENERATOR.TAG_STATUS"", ""Tag status"", ""FORM"", 295"
"EnsureTranslationSeed","modFwSetup","236","EnsureTranslationSeed workingDb, ""fr-CH"", ""FORM.FRMFWTRANSLATIONTAGGENERATOR.TAG_STATUS"", ""Statut de balise"", ""FORM"", 295"
"EnsureTranslationSeed","modFwSetup","238","EnsureTranslationSeed workingDb, ""de-CH"", ""MSG.FW_TRANSLATION_TAG_GENERATOR_LOAD_ERROR"", ""Fehler beim Laden des Translation-Tag-Generators."", ""MSG"", 295"
"EnsureTranslationSeed","modFwSetup","239","EnsureTranslationSeed workingDb, ""en-US"", ""MSG.FW_TRANSLATION_TAG_GENERATOR_LOAD_ERROR"", ""Error loading the translation tag generator."", ""MSG"", 295"
"EnsureTranslationSeed","modFwSetup","240","EnsureTranslationSeed workingDb, ""fr-CH"", ""MSG.FW_TRANSLATION_TAG_GENERATOR_LOAD_ERROR"", ""Erreur lors du chargement du generateur de balises de traduction."", ""MSG"", 295"
"EnsureTranslationSeed","modFwSetup","241","EnsureTranslationSeed workingDb, ""de-CH"", ""MSG.FW_TRANSLATION_TAG_GENERATOR_LOAD_FORM_ERROR"", ""Fehler beim Laden des ausgewaehlten Formulars."", ""MSG"", 296"
"EnsureTranslationSeed","modFwSetup","242","EnsureTranslationSeed workingDb, ""en-US"", ""MSG.FW_TRANSLATION_TAG_GENERATOR_LOAD_FORM_ERROR"", ""Error loading the selected form."", ""MSG"", 296"
"EnsureTranslationSeed","modFwSetup","243","EnsureTranslationSeed workingDb, ""fr-CH"", ""MSG.FW_TRANSLATION_TAG_GENERATOR_LOAD_FORM_ERROR"", ""Erreur lors du chargement du formulaire selectionne."", ""MSG"", 296"
"EnsureTranslationSeed","modFwSetup","244","EnsureTranslationSeed workingDb, ""de-CH"", ""MSG.FW_TRANSLATION_TAG_GENERATOR_FORM_REQUIRED"", ""Bitte zuerst ein Formular auswaehlen."", ""MSG"", 297"
"EnsureTranslationSeed","modFwSetup","245","EnsureTranslationSeed workingDb, ""en-US"", ""MSG.FW_TRANSLATION_TAG_GENERATOR_FORM_REQUIRED"", ""Please select a form first."", ""MSG"", 297"
"EnsureTranslationSeed","modFwSetup","246","EnsureTranslationSeed workingDb, ""fr-CH"", ""MSG.FW_TRANSLATION_TAG_GENERATOR_FORM_REQUIRED"", ""Veuillez d'abord selectionner un formulaire."", ""MSG"", 297"
"EnsureTranslationSeed","modFwSetup","247","EnsureTranslationSeed workingDb, ""de-CH"", ""MSG.FW_TRANSLATION_TAG_GENERATOR_SELECT_CONTROL"", ""Bitte zuerst ein Control auswaehlen."", ""MSG"", 298"
"EnsureTranslationSeed","modFwSetup","248","EnsureTranslationSeed workingDb, ""en-US"", ""MSG.FW_TRANSLATION_TAG_GENERATOR_SELECT_CONTROL"", ""Please select a control first."", ""MSG"", 298"
"EnsureTranslationSeed","modFwSetup","249","EnsureTranslationSeed workingDb, ""fr-CH"", ""MSG.FW_TRANSLATION_TAG_GENERATOR_SELECT_CONTROL"", ""Veuillez d'abord selectionner un controle."", ""MSG"", 298"
"EnsureTranslationSeed","modFwSetup","250","EnsureTranslationSeed workingDb, ""de-CH"", ""MSG.FW_TRANSLATION_TAG_GENERATOR_NOT_TRANSLATABLE"", ""Das markierte Control ist nicht fuer einen Translation-Key geeignet."", ""MSG"", 299"
"EnsureTranslationSeed","modFwSetup","251","EnsureTranslationSeed workingDb, ""en-US"", ""MSG.FW_TRANSLATION_TAG_GENERATOR_NOT_TRANSLATABLE"", ""The selected control is not suitable for a translation key."", ""MSG"", 299"
"EnsureTranslationSeed","modFwSetup","252","EnsureTranslationSeed workingDb, ""fr-CH"", ""MSG.FW_TRANSLATION_TAG_GENERATOR_NOT_TRANSLATABLE"", ""Le controle selectionne ne convient pas pour une cle de traduction."", ""MSG"", 299"
"EnsureTranslationSeed","modFwSetup","253","EnsureTranslationSeed workingDb, ""de-CH"", ""MSG.FW_TRANSLATION_TAG_GENERATOR_NO_MISSING_KEYS"", ""Keine fehlenden Translation-Keys zum Setzen gefunden."", ""MSG"", 300"
"EnsureTranslationSeed","modFwSetup","254","EnsureTranslationSeed workingDb, ""en-US"", ""MSG.FW_TRANSLATION_TAG_GENERATOR_NO_MISSING_KEYS"", ""No missing translation keys were found to set."", ""MSG"", 300"
"EnsureTranslationSeed","modFwSetup","255","EnsureTranslationSeed workingDb, ""fr-CH"", ""MSG.FW_TRANSLATION_TAG_GENERATOR_NO_MISSING_KEYS"", ""Aucune cle de traduction manquante a definir n'a ete trouvee."", ""MSG"", 300"
"EnsureTranslationSeed","modFwSetup","256","EnsureTranslationSeed workingDb, ""de-CH"", ""MSG.FW_TRANSLATION_TAG_GENERATOR_SAVE_SUCCESS"", ""Translation-Tags wurden gespeichert."", ""MSG"", 301"
"EnsureTranslationSeed","modFwSetup","257","EnsureTranslationSeed workingDb, ""en-US"", ""MSG.FW_TRANSLATION_TAG_GENERATOR_SAVE_SUCCESS"", ""Translation tags were saved."", ""MSG"", 301"
"EnsureTranslationSeed","modFwSetup","258","EnsureTranslationSeed workingDb, ""fr-CH"", ""MSG.FW_TRANSLATION_TAG_GENERATOR_SAVE_SUCCESS"", ""Les balises de traduction ont ete enregistrees."", ""MSG"", 301"
"EnsureTranslationSeed","modFwSetup","259","EnsureTranslationSeed workingDb, ""de-CH"", ""MSG.FW_TRANSLATION_TAG_GENERATOR_SAVE_ERROR"", ""Fehler beim Speichern der Translation-Tags."", ""MSG"", 302"
"EnsureTranslationSeed","modFwSetup","260","EnsureTranslationSeed workingDb, ""en-US"", ""MSG.FW_TRANSLATION_TAG_GENERATOR_SAVE_ERROR"", ""Error saving the translation tags."", ""MSG"", 302"
"EnsureTranslationSeed","modFwSetup","261","EnsureTranslationSeed workingDb, ""fr-CH"", ""MSG.FW_TRANSLATION_TAG_GENERATOR_SAVE_ERROR"", ""Erreur lors de l'enregistrement des balises de traduction."", ""MSG"", 302"
"EnsureTranslationSeed","modFwSetup","262","EnsureTranslationSeed workingDb, ""de-CH"", ""MSG.FW_TRANSLATION_TAG_GENERATOR_DISCARD_CONFIRM"", ""Ungespeicherte Tag-Aenderungen verwerfen?"", ""MSG"", 303"
"EnsureTranslationSeed","modFwSetup","263","EnsureTranslationSeed workingDb, ""en-US"", ""MSG.FW_TRANSLATION_TAG_GENERATOR_DISCARD_CONFIRM"", ""Discard unsaved tag changes?"", ""MSG"", 303"
"EnsureTranslationSeed","modFwSetup","264","EnsureTranslationSeed workingDb, ""fr-CH"", ""MSG.FW_TRANSLATION_TAG_GENERATOR_DISCARD_CONFIRM"", ""Abandonner les modifications de balises non enregistrees ?"", ""MSG"", 303"
"EnsureTranslationTagGeneratorTranslations","modFwSetup","266","modLoggingHandler.LogInfo MODULE_NAME & "".EnsureTranslationTagGeneratorTranslations"", _"
"LogInfo","modFwSetup","266","modLoggingHandler.LogInfo MODULE_NAME & "".EnsureTranslationTagGeneratorTranslations"", _"
"EnsureTranslationTagGeneratorTranslations","modFwSetup","271","modErrorHandler.HandleError MODULE_NAME, ""EnsureTranslationTagGeneratorTranslations"", Err"
"HandleError","modFwSetup","271","modErrorHandler.HandleError MODULE_NAME, ""EnsureTranslationTagGeneratorTranslations"", Err"
"EnsureTranslationSeed","modFwSetup","285","EnsureTranslationSeed workingDb, ""de-CH"", ""NAV.ADDRESS_COCKPIT"", ""Adress-Cockpit"", ""NAVIGATION"", 21"
"EnsureTranslationSeed","modFwSetup","286","EnsureTranslationSeed workingDb, ""en-US"", ""NAV.ADDRESS_COCKPIT"", ""Address cockpit"", ""NAVIGATION"", 21"
"EnsureTranslationSeed","modFwSetup","287","EnsureTranslationSeed workingDb, ""fr-CH"", ""NAV.ADDRESS_COCKPIT"", ""Cockpit adresse"", ""NAVIGATION"", 21"
"EnsureTranslationSeed","modFwSetup","289","EnsureTranslationSeed workingDb, ""de-CH"", ""FORM.FRMADDRESSCOCKPIT.FORM_TITLE"", ""Adress-Cockpit"", ""FORM"", 320"
"EnsureTranslationSeed","modFwSetup","290","EnsureTranslationSeed workingDb, ""en-US"", ""FORM.FRMADDRESSCOCKPIT.FORM_TITLE"", ""Address cockpit"", ""FORM"", 320"
"EnsureTranslationSeed","modFwSetup","291","EnsureTranslationSeed workingDb, ""fr-CH"", ""FORM.FRMADDRESSCOCKPIT.FORM_TITLE"", ""Cockpit adresse"", ""FORM"", 320"
"EnsureTranslationSeed","modFwSetup","292","EnsureTranslationSeed workingDb, ""de-CH"", ""FORM.FRMADDRESSCOCKPIT.ADDRESS"", ""Adresse"", ""FORM"", 321"
"EnsureTranslationSeed","modFwSetup","293","EnsureTranslationSeed workingDb, ""en-US"", ""FORM.FRMADDRESSCOCKPIT.ADDRESS"", ""Address"", ""FORM"", 321"
"EnsureTranslationSeed","modFwSetup","294","EnsureTranslationSeed workingDb, ""fr-CH"", ""FORM.FRMADDRESSCOCKPIT.ADDRESS"", ""Adresse"", ""FORM"", 321"
"EnsureTranslationSeed","modFwSetup","295","EnsureTranslationSeed workingDb, ""de-CH"", ""FORM.FRMADDRESSCOCKPIT.CONTACT"", ""Kontakt"", ""FORM"", 322"
"EnsureTranslationSeed","modFwSetup","296","EnsureTranslationSeed workingDb, ""en-US"", ""FORM.FRMADDRESSCOCKPIT.CONTACT"", ""Contact"", ""FORM"", 322"
"EnsureTranslationSeed","modFwSetup","297","EnsureTranslationSeed workingDb, ""fr-CH"", ""FORM.FRMADDRESSCOCKPIT.CONTACT"", ""Contact"", ""FORM"", 322"
"EnsureTranslationSeed","modFwSetup","298","EnsureTranslationSeed workingDb, ""de-CH"", ""FORM.FRMADDRESSCOCKPIT.STATUS"", ""Status"", ""FORM"", 323"
"EnsureTranslationSeed","modFwSetup","299","EnsureTranslationSeed workingDb, ""en-US"", ""FORM.FRMADDRESSCOCKPIT.STATUS"", ""Status"", ""FORM"", 323"
"EnsureTranslationSeed","modFwSetup","300","EnsureTranslationSeed workingDb, ""fr-CH"", ""FORM.FRMADDRESSCOCKPIT.STATUS"", ""Statut"", ""FORM"", 323"
"EnsureTranslationSeed","modFwSetup","301","EnsureTranslationSeed workingDb, ""de-CH"", ""FORM.FRMADDRESSCOCKPIT.LOCK_HINT"", ""Adresse ist gesperrt"", ""FORM"", 324"
"EnsureTranslationSeed","modFwSetup","302","EnsureTranslationSeed workingDb, ""en-US"", ""FORM.FRMADDRESSCOCKPIT.LOCK_HINT"", ""Address is locked"", ""FORM"", 324"
"EnsureTranslationSeed","modFwSetup","303","EnsureTranslationSeed workingDb, ""fr-CH"", ""FORM.FRMADDRESSCOCKPIT.LOCK_HINT"", ""L'adresse est bloquee"", ""FORM"", 324"
"EnsureTranslationSeed","modFwSetup","304","EnsureTranslationSeed workingDb, ""de-CH"", ""FORM.FRMADDRESSCOCKPIT.OPEN_INVOICES"", ""Offene Rechnungen"", ""FORM"", 325"
"EnsureTranslationSeed","modFwSetup","305","EnsureTranslationSeed workingDb, ""en-US"", ""FORM.FRMADDRESSCOCKPIT.OPEN_INVOICES"", ""Open invoices"", ""FORM"", 325"
"EnsureTranslationSeed","modFwSetup","306","EnsureTranslationSeed workingDb, ""fr-CH"", ""FORM.FRMADDRESSCOCKPIT.OPEN_INVOICES"", ""Factures ouvertes"", ""FORM"", 325"
"EnsureTranslationSeed","modFwSetup","307","EnsureTranslationSeed workingDb, ""de-CH"", ""FORM.FRMADDRESSCOCKPIT.OVERDUE_ITEMS"", ""Ueberfaellige Posten"", ""FORM"", 326"
"EnsureTranslationSeed","modFwSetup","308","EnsureTranslationSeed workingDb, ""en-US"", ""FORM.FRMADDRESSCOCKPIT.OVERDUE_ITEMS"", ""Overdue items"", ""FORM"", 326"
"EnsureTranslationSeed","modFwSetup","309","EnsureTranslationSeed workingDb, ""fr-CH"", ""FORM.FRMADDRESSCOCKPIT.OVERDUE_ITEMS"", ""Postes echus"", ""FORM"", 326"
"EnsureTranslationSeed","modFwSetup","310","EnsureTranslationSeed workingDb, ""de-CH"", ""FORM.FRMADDRESSCOCKPIT.DUNNINGS"", ""Mahnungen"", ""FORM"", 327"
"EnsureTranslationSeed","modFwSetup","311","EnsureTranslationSeed workingDb, ""en-US"", ""FORM.FRMADDRESSCOCKPIT.DUNNINGS"", ""Dunnings"", ""FORM"", 327"
"EnsureTranslationSeed","modFwSetup","312","EnsureTranslationSeed workingDb, ""fr-CH"", ""FORM.FRMADDRESSCOCKPIT.DUNNINGS"", ""Rappels"", ""FORM"", 327"
"EnsureTranslationSeed","modFwSetup","313","EnsureTranslationSeed workingDb, ""de-CH"", ""FORM.FRMADDRESSCOCKPIT.SALES_CURRENT_YEAR"", ""Umsatz laufendes Jahr"", ""FORM"", 328"
"EnsureTranslationSeed","modFwSetup","314","EnsureTranslationSeed workingDb, ""en-US"", ""FORM.FRMADDRESSCOCKPIT.SALES_CURRENT_YEAR"", ""Sales current year"", ""FORM"", 328"
"EnsureTranslationSeed","modFwSetup","315","EnsureTranslationSeed workingDb, ""fr-CH"", ""FORM.FRMADDRESSCOCKPIT.SALES_CURRENT_YEAR"", ""Chiffre d'affaires annee en cours"", ""FORM"", 328"
"EnsureTranslationSeed","modFwSetup","316","EnsureTranslationSeed workingDb, ""de-CH"", ""FORM.FRMADDRESSCOCKPIT.OPEN_ORDERS"", ""Offene Auftraege"", ""FORM"", 329"
"EnsureTranslationSeed","modFwSetup","317","EnsureTranslationSeed workingDb, ""en-US"", ""FORM.FRMADDRESSCOCKPIT.OPEN_ORDERS"", ""Open orders"", ""FORM"", 329"
"EnsureTranslationSeed","modFwSetup","318","EnsureTranslationSeed workingDb, ""fr-CH"", ""FORM.FRMADDRESSCOCKPIT.OPEN_ORDERS"", ""Commandes ouvertes"", ""FORM"", 329"
"EnsureTranslationSeed","modFwSetup","319","EnsureTranslationSeed workingDb, ""de-CH"", ""FORM.FRMADDRESSCOCKPIT.ACTIVE_SUBSCRIPTIONS"", ""Aktive Abos"", ""FORM"", 330"
"EnsureTranslationSeed","modFwSetup","320","EnsureTranslationSeed workingDb, ""en-US"", ""FORM.FRMADDRESSCOCKPIT.ACTIVE_SUBSCRIPTIONS"", ""Active subscriptions"", ""FORM"", 330"
"EnsureTranslationSeed","modFwSetup","321","EnsureTranslationSeed workingDb, ""fr-CH"", ""FORM.FRMADDRESSCOCKPIT.ACTIVE_SUBSCRIPTIONS"", ""Abonnements actifs"", ""FORM"", 330"
"EnsureTranslationSeed","modFwSetup","322","EnsureTranslationSeed workingDb, ""de-CH"", ""FORM.FRMADDRESSCOCKPIT.LAST_ACTIVITY"", ""Letzte Aktivitaet"", ""FORM"", 331"
"EnsureTranslationSeed","modFwSetup","323","EnsureTranslationSeed workingDb, ""en-US"", ""FORM.FRMADDRESSCOCKPIT.LAST_ACTIVITY"", ""Last activity"", ""FORM"", 331"
"EnsureTranslationSeed","modFwSetup","324","EnsureTranslationSeed workingDb, ""fr-CH"", ""FORM.FRMADDRESSCOCKPIT.LAST_ACTIVITY"", ""Derniere activite"", ""FORM"", 331"
"EnsureTranslationSeed","modFwSetup","325","EnsureTranslationSeed workingDb, ""de-CH"", ""FORM.FRMADDRESSCOCKPIT.NEW_ORDER"", ""Neue Bestellung"", ""FORM"", 332"
"EnsureTranslationSeed","modFwSetup","326","EnsureTranslationSeed workingDb, ""en-US"", ""FORM.FRMADDRESSCOCKPIT.NEW_ORDER"", ""New order"", ""FORM"", 332"
"EnsureTranslationSeed","modFwSetup","327","EnsureTranslationSeed workingDb, ""fr-CH"", ""FORM.FRMADDRESSCOCKPIT.NEW_ORDER"", ""Nouvelle commande"", ""FORM"", 332"
"EnsureTranslationSeed","modFwSetup","328","EnsureTranslationSeed workingDb, ""de-CH"", ""FORM.FRMADDRESSCOCKPIT.MANAGE_ORDERS"", ""Bestellungen verwalten"", ""FORM"", 333"
"EnsureTranslationSeed","modFwSetup","329","EnsureTranslationSeed workingDb, ""en-US"", ""FORM.FRMADDRESSCOCKPIT.MANAGE_ORDERS"", ""Manage orders"", ""FORM"", 333"
"EnsureTranslationSeed","modFwSetup","330","EnsureTranslationSeed workingDb, ""fr-CH"", ""FORM.FRMADDRESSCOCKPIT.MANAGE_ORDERS"", ""Gerer les commandes"", ""FORM"", 333"
"EnsureTranslationSeed","modFwSetup","331","EnsureTranslationSeed workingDb, ""de-CH"", ""FORM.FRMADDRESSCOCKPIT.NEW_SUBSCRIPTION"", ""Neues Abo"", ""FORM"", 334"
"EnsureTranslationSeed","modFwSetup","332","EnsureTranslationSeed workingDb, ""en-US"", ""FORM.FRMADDRESSCOCKPIT.NEW_SUBSCRIPTION"", ""New subscription"", ""FORM"", 334"
"EnsureTranslationSeed","modFwSetup","333","EnsureTranslationSeed workingDb, ""fr-CH"", ""FORM.FRMADDRESSCOCKPIT.NEW_SUBSCRIPTION"", ""Nouvel abonnement"", ""FORM"", 334"
"EnsureTranslationSeed","modFwSetup","334","EnsureTranslationSeed workingDb, ""de-CH"", ""FORM.FRMADDRESSCOCKPIT.MANAGE_SUBSCRIPTIONS"", ""Abos verwalten"", ""FORM"", 335"
"EnsureTranslationSeed","modFwSetup","335","EnsureTranslationSeed workingDb, ""en-US"", ""FORM.FRMADDRESSCOCKPIT.MANAGE_SUBSCRIPTIONS"", ""Manage subscriptions"", ""FORM"", 335"
"EnsureTranslationSeed","modFwSetup","336","EnsureTranslationSeed workingDb, ""fr-CH"", ""FORM.FRMADDRESSCOCKPIT.MANAGE_SUBSCRIPTIONS"", ""Gerer les abonnements"", ""FORM"", 335"
"EnsureTranslationSeed","modFwSetup","337","EnsureTranslationSeed workingDb, ""de-CH"", ""FORM.FRMADDRESSCOCKPIT.ACCOUNT_STATEMENT"", ""Kontoauszug"", ""FORM"", 336"
"EnsureTranslationSeed","modFwSetup","338","EnsureTranslationSeed workingDb, ""en-US"", ""FORM.FRMADDRESSCOCKPIT.ACCOUNT_STATEMENT"", ""Account statement"", ""FORM"", 336"
"EnsureTranslationSeed","modFwSetup","339","EnsureTranslationSeed workingDb, ""fr-CH"", ""FORM.FRMADDRESSCOCKPIT.ACCOUNT_STATEMENT"", ""Releve de compte"", ""FORM"", 336"
"EnsureTranslationSeed","modFwSetup","340","EnsureTranslationSeed workingDb, ""de-CH"", ""FORM.FRMADDRESSCOCKPIT.CAPTURE_PAYMENT"", ""Zahlungseingang erfassen"", ""FORM"", 337"
"EnsureTranslationSeed","modFwSetup","341","EnsureTranslationSeed workingDb, ""en-US"", ""FORM.FRMADDRESSCOCKPIT.CAPTURE_PAYMENT"", ""Capture payment"", ""FORM"", 337"
"EnsureTranslationSeed","modFwSetup","342","EnsureTranslationSeed workingDb, ""fr-CH"", ""FORM.FRMADDRESSCOCKPIT.CAPTURE_PAYMENT"", ""Saisir un paiement"", ""FORM"", 337"
"EnsureTranslationSeed","modFwSetup","343","EnsureTranslationSeed workingDb, ""de-CH"", ""FORM.FRMADDRESSCOCKPIT.DUNNINGS_ACTION"", ""Mahnungen"", ""FORM"", 338"
"EnsureTranslationSeed","modFwSetup","344","EnsureTranslationSeed workingDb, ""en-US"", ""FORM.FRMADDRESSCOCKPIT.DUNNINGS_ACTION"", ""Dunnings"", ""FORM"", 338"
"EnsureTranslationSeed","modFwSetup","345","EnsureTranslationSeed workingDb, ""fr-CH"", ""FORM.FRMADDRESSCOCKPIT.DUNNINGS_ACTION"", ""Rappels"", ""FORM"", 338"
"EnsureTranslationSeed","modFwSetup","346","EnsureTranslationSeed workingDb, ""de-CH"", ""FORM.FRMADDRESSCOCKPIT.NOTES"", ""Notizen"", ""FORM"", 339"
"EnsureTranslationSeed","modFwSetup","347","EnsureTranslationSeed workingDb, ""en-US"", ""FORM.FRMADDRESSCOCKPIT.NOTES"", ""Notes"", ""FORM"", 339"
"EnsureTranslationSeed","modFwSetup","348","EnsureTranslationSeed workingDb, ""fr-CH"", ""FORM.FRMADDRESSCOCKPIT.NOTES"", ""Notes"", ""FORM"", 339"
"EnsureTranslationSeed","modFwSetup","349","EnsureTranslationSeed workingDb, ""de-CH"", ""FORM.FRMADDRESSCOCKPIT.EMAILS"", ""E-Mails"", ""FORM"", 340"
"EnsureTranslationSeed","modFwSetup","350","EnsureTranslationSeed workingDb, ""en-US"", ""FORM.FRMADDRESSCOCKPIT.EMAILS"", ""Emails"", ""FORM"", 340"
"EnsureTranslationSeed","modFwSetup","351","EnsureTranslationSeed workingDb, ""fr-CH"", ""FORM.FRMADDRESSCOCKPIT.EMAILS"", ""E-mails"", ""FORM"", 340"
"EnsureTranslationSeed","modFwSetup","352","EnsureTranslationSeed workingDb, ""de-CH"", ""FORM.FRMADDRESSCOCKPIT.REPORTS"", ""Reports"", ""FORM"", 341"
"EnsureTranslationSeed","modFwSetup","353","EnsureTranslationSeed workingDb, ""en-US"", ""FORM.FRMADDRESSCOCKPIT.REPORTS"", ""Reports"", ""FORM"", 341"
"EnsureTranslationSeed","modFwSetup","354","EnsureTranslationSeed workingDb, ""fr-CH"", ""FORM.FRMADDRESSCOCKPIT.REPORTS"", ""Rapports"", ""FORM"", 341"
"EnsureTranslationSeed","modFwSetup","355","EnsureTranslationSeed workingDb, ""de-CH"", ""FORM.FRMADDRESSCOCKPIT.N_A"", ""n/a"", ""FORM"", 342"
"EnsureTranslationSeed","modFwSetup","356","EnsureTranslationSeed workingDb, ""en-US"", ""FORM.FRMADDRESSCOCKPIT.N_A"", ""n/a"", ""FORM"", 342"
"EnsureTranslationSeed","modFwSetup","357","EnsureTranslationSeed workingDb, ""fr-CH"", ""FORM.FRMADDRESSCOCKPIT.N_A"", ""n/a"", ""FORM"", 342"
"EnsureTranslationSeed","modFwSetup","358","EnsureTranslationSeed workingDb, ""de-CH"", ""FORM.FRMADDRESSCOCKPIT.STATUS_ACTIVE"", ""Aktiv"", ""FORM"", 343"
"EnsureTranslationSeed","modFwSetup","359","EnsureTranslationSeed workingDb, ""en-US"", ""FORM.FRMADDRESSCOCKPIT.STATUS_ACTIVE"", ""Active"", ""FORM"", 343"
"EnsureTranslationSeed","modFwSetup","360","EnsureTranslationSeed workingDb, ""fr-CH"", ""FORM.FRMADDRESSCOCKPIT.STATUS_ACTIVE"", ""Actif"", ""FORM"", 343"
"EnsureTranslationSeed","modFwSetup","361","EnsureTranslationSeed workingDb, ""de-CH"", ""FORM.FRMADDRESSCOCKPIT.STATUS_INACTIVE"", ""Inaktiv"", ""FORM"", 344"
"EnsureTranslationSeed","modFwSetup","362","EnsureTranslationSeed workingDb, ""en-US"", ""FORM.FRMADDRESSCOCKPIT.STATUS_INACTIVE"", ""Inactive"", ""FORM"", 344"
"EnsureTranslationSeed","modFwSetup","363","EnsureTranslationSeed workingDb, ""fr-CH"", ""FORM.FRMADDRESSCOCKPIT.STATUS_INACTIVE"", ""Inactif"", ""FORM"", 344"
"EnsureTranslationSeed","modFwSetup","365","EnsureTranslationSeed workingDb, ""de-CH"", ""MSG.ADDRESS_COCKPIT_SELECT_ADDRESS_FIRST"", ""Bitte zuerst eine Adresse auswaehlen."", ""MSG"", 345"
"EnsureTranslationSeed","modFwSetup","366","EnsureTranslationSeed workingDb, ""en-US"", ""MSG.ADDRESS_COCKPIT_SELECT_ADDRESS_FIRST"", ""Please select an address first."", ""MSG"", 345"
"EnsureTranslationSeed","modFwSetup","367","EnsureTranslationSeed workingDb, ""fr-CH"", ""MSG.ADDRESS_COCKPIT_SELECT_ADDRESS_FIRST"", ""Veuillez d'abord selectionner une adresse."", ""MSG"", 345"
"EnsureTranslationSeed","modFwSetup","368","EnsureTranslationSeed workingDb, ""de-CH"", ""MSG.ADDRESS_COCKPIT_ORDER_CREATE_FAILED"", ""Die Bestellung konnte nicht erstellt werden."", ""MSG"", 346"
"EnsureTranslationSeed","modFwSetup","369","EnsureTranslationSeed workingDb, ""en-US"", ""MSG.ADDRESS_COCKPIT_ORDER_CREATE_FAILED"", ""The order could not be created."", ""MSG"", 346"
"EnsureTranslationSeed","modFwSetup","370","EnsureTranslationSeed workingDb, ""fr-CH"", ""MSG.ADDRESS_COCKPIT_ORDER_CREATE_FAILED"", ""La commande n'a pas pu etre creee."", ""MSG"", 346"
"EnsureTranslationSeed","modFwSetup","371","EnsureTranslationSeed workingDb, ""de-CH"", ""MSG.ADDRESS_COCKPIT_ORDER_DETAIL_MISSING"", ""Die Bestellung wurde erstellt, aber frmOrderDetail ist nicht verfuegbar."", ""MSG"", 347"
"EnsureTranslationSeed","modFwSetup","372","EnsureTranslationSeed workingDb, ""en-US"", ""MSG.ADDRESS_COCKPIT_ORDER_DETAIL_MISSING"", ""The order was created, but frmOrderDetail is not available."", ""MSG"", 347"
"EnsureTranslationSeed","modFwSetup","373","EnsureTranslationSeed workingDb, ""fr-CH"", ""MSG.ADDRESS_COCKPIT_ORDER_DETAIL_MISSING"", ""La commande a ete creee, mais frmOrderDetail n'est pas disponible."", ""MSG"", 347"
"EnsureAddressCockpitTranslations","modFwSetup","375","modLoggingHandler.LogInfo MODULE_NAME & "".EnsureAddressCockpitTranslations"", _"
"LogInfo","modFwSetup","375","modLoggingHandler.LogInfo MODULE_NAME & "".EnsureAddressCockpitTranslations"", _"
"EnsureAddressCockpitTranslations","modFwSetup","380","modErrorHandler.HandleError MODULE_NAME, ""EnsureAddressCockpitTranslations"", Err"
"HandleError","modFwSetup","380","modErrorHandler.HandleError MODULE_NAME, ""EnsureAddressCockpitTranslations"", Err"
"FormObjectExists","modFwSetup","394","If Not FormObjectExists(FORM_ADDRESS_COCKPIT) Then"
"EnsureAddressCockpitTags","modFwSetup","395","modLoggingHandler.LogWarning MODULE_NAME & "".EnsureAddressCockpitTags"", _"
"LogWarning","modFwSetup","395","modLoggingHandler.LogWarning MODULE_NAME & "".EnsureAddressCockpitTags"", _"
"GetFormControlMetadata","modFwSetup","400","Set metadataItems = modFwComposerService.GetFormControlMetadata(FORM_ADDRESS_COCKPIT, True)"
"NzString","modFwSetup","405","ControlName = Trim$(modDaoHelper.NzString(metadata(""control_name"")))"
"NzString","modFwSetup","410","currentTag = modDaoHelper.NzString(metadata(""current_tag""))"
"SetTranslationKeyInTag","modFwSetup","411","updatedTag = modFwTranslationRuntime.SetTranslationKeyInTag( _"
"BuildAddressCockpitTranslationKey","modFwSetup","413","BuildAddressCockpitTranslationKey(ControlName))"
"SaveControlTagsToObject","modFwSetup","423","If Not modFwComposerService.SaveControlTagsToObject(modFwComposerService.OBJECT_TYPE_FORM, FORM_ADDRESS_COCKPIT, controlTagMap, updatedCount) Then"
"EnsureAddressCockpitTags","modFwSetup","424","Err.Raise vbObjectError + 6111, MODULE_NAME & "".EnsureAddressCockpitTags"", _"
"EnsureAddressCockpitTags","modFwSetup","429","modLoggingHandler.LogInfo MODULE_NAME & "".EnsureAddressCockpitTags"", _"
"LogInfo","modFwSetup","429","modLoggingHandler.LogInfo MODULE_NAME & "".EnsureAddressCockpitTags"", _"
"EnsureAddressCockpitTags","modFwSetup","434","modErrorHandler.HandleError MODULE_NAME, ""EnsureAddressCockpitTags"", Err"
"HandleError","modFwSetup","434","modErrorHandler.HandleError MODULE_NAME, ""EnsureAddressCockpitTags"", Err"
"EnsureTranslationSeed","modFwSetup","448","EnsureTranslationSeed workingDb, ""de-CH"", ""NAV.ORDER_DETAIL"", ""Bestellung"", ""NAVIGATION"", 348"
"EnsureTranslationSeed","modFwSetup","449","EnsureTranslationSeed workingDb, ""en-US"", ""NAV.ORDER_DETAIL"", ""Order"", ""NAVIGATION"", 348"
"EnsureTranslationSeed","modFwSetup","450","EnsureTranslationSeed workingDb, ""fr-CH"", ""NAV.ORDER_DETAIL"", ""Commande"", ""NAVIGATION"", 348"
