"ModuleName","ProcedureName","Kind","Visibility","Signature","ReturnType","Parameters","ParameterCount","StartLine","EndLine","CodeLines","CommentLines","CallSiteCount","CallingModules","UsesCurrentDb","UsesExplicitDaoDatabase","UsesPrivateModuleVariables","HasErrorHandling","HasLogging","SideEffects"
"modAddressCockpitService","GetAddressCockpitRecordSource","Function","Public","Public Function GetAddressCockpitRecordSource() As String","String","","0","18","20","2","0","1","modAddressCockpitService","False","False","","False","False",""
"modAddressCockpitService","CreateTemporarySalesOrderWorkspaceArgs","Function","Public","Public Function CreateTemporarySalesOrderWorkspaceArgs(ByVal addressId As Long) As String","String","ByVal addressId As Long","1","22","48","19","0","4","modAddressCockpitService","False","False","","True","True",""
"modAddressRepository","CreateAddress","Function","Public","Public Function CreateAddress(     ByVal addressTypeCode As String,     Optional ByVal CompanyName As String = """",     Optional ByVal FirstName As String = """",     Optional ByVal LastName As String = """",     Optional ByVal street As String = """",     Optional ByVal HouseNo As String = """",     Optional ByVal zipCode As String = """",     Optional ByVal city As String = """",     Optional ByVal countryCode As String = """",     Optional ByVal languageCode As String = """",     Optional ByVal salutationCode As String = """",     Optional ByVal addressingModeCode As String = """",     Optional ByVal preferredName As String = """" ) As Long","Long","ByVal addressTypeCode As String; Optional ByVal CompanyName As String = """"; Optional ByVal FirstName As String = """"; Optional ByVal LastName As String = """"; Optional ByVal street As String = """"; Optional ByVal HouseNo As String = """"; Optional ByVal zipCode As String = """"; Optional ByVal city As String = """"; Optional ByVal countryCode As String = """"; Optional ByVal languageCode As String = """"; Optional ByVal salutationCode As String = """"; Optional ByVal addressingModeCode As String = """"; Optional ByVal preferredName As String = """"","13","33","98","42","0","5","modAddressRepository","False","True","","True","True","DB_MUTATION"
"modAddressRepository","AddressExists","Function","Public","Public Function AddressExists(ByVal addressId As Long) As Boolean","Boolean","ByVal addressId As Long","1","100","130","23","0","6","modAddressCockpitService; modAddressRepository; modDocumentRepository; modOrderRepository","False","True","","True","False",""
"modAddressRepository","GetAddressDisplayName","Function","Public","Public Function GetAddressDisplayName(ByVal addressId As Long, Optional ByVal defaultValue As String = """") As String","String","ByVal addressId As Long; Optional ByVal defaultValue As String = """"","2","132","183","40","0","12","modAddressRepository; modDemoDataSeeder; modDocumentRepository; modOrderRepository","False","True","","True","False",""
"modAddressRepository","CanReadAddresses","Function","Private","Private Function CanReadAddresses() As Boolean","Boolean","","0","185","199","10","0","7","modAddressRepository","False","False","","False","True",""
"modAddressRepository","CanWriteAddresses","Function","Private","Private Function CanWriteAddresses() As Boolean","Boolean","","0","201","203","2","0","2","modAddressRepository","False","False","","False","False",""
"modAddressRepository","TableExists","Function","Private","Private Function TableExists(ByVal tableName As String) As Boolean","Boolean","ByVal tableName As String","1","205","228","19","0","114","modAddressRepository; modAppNavigationService; modArticleGroupService; modBasicModuleSchema; modContactRepository; modDemoDataSeeder; modDocumentCalculationService; modDocumentRepository; modFwComposerService; modFwSetup; modFwTranslationAuditService; modFwTranslationEditService; modFwTranslationRuntime; modFwTranslationTagGeneratorService; modMigrationPaymentTerms; modMigrationTranslations; modNumberRangeRepository; modOrderRepository; modOutputPathService; modTenantRepository; modUserRepository","False","True","","True","False",""
"modAddressRepository","SetRecordsetValue","Sub","Private","Private Sub SetRecordsetValue(ByVal rs As DAO.Recordset, ByVal fieldName As String, ByVal fieldValue As Variant)","","ByVal rs As DAO.Recordset; ByVal fieldName As String; ByVal fieldValue As Variant","3","230","234","4","0","151","modAddressRepository; modContactRepository; modDocumentCalculationService; modDocumentRepository; modOrderCalculationService; modOrderRepository","False","False","","False","False",""
"modAddressRepository","ResolveFieldValue","Function","Private","Private Function ResolveFieldValue(ByVal rs As DAO.Recordset, ByVal fieldName As String, ByVal defaultValue As String) As String","String","ByVal rs As DAO.Recordset; ByVal fieldName As String; ByVal defaultValue As String","3","236","242","6","0","10","modAddressRepository; modContactRepository","False","False","","False","False",""
"modAddressRepository","ResolveCreatedBy","Function","Private","Private Function ResolveCreatedBy() As String","String","","0","244","250","6","0","9","modAddressRepository; modContactRepository; modDocumentRepository","False","False","","False","False",""
"modAddressRepository","GetAddressCountryCode","Function","Public","Public Function GetAddressCountryCode(ByVal addressId As Long, Optional ByVal defaultValue As String = """") As String","String","ByVal addressId As Long; Optional ByVal defaultValue As String = """"","2","252","289","26","0","6","modAddressRepository; modOrderRepository","False","True","","True","False",""
"modAppDashboardService","RefreshDashboard","Function","Public","Public Function RefreshDashboard(ByVal dashboardForm As Access.Form) As Boolean","Boolean","ByVal dashboardForm As Access.Form","1","23","46","17","0","5","modAppDashboardService","False","False","","True","True",""
"modAppDashboardService","ApplyDashboardTranslations","Sub","Private","Private Sub ApplyDashboardTranslations(ByVal dashboardForm As Access.Form)","","ByVal dashboardForm As Access.Form","1","48","58","8","0","1","modAppDashboardService","False","False","","True","False",""
"modAppDashboardService","ResolveTenantStatusText","Function","Private","Private Function ResolveTenantStatusText() As String","String","","0","60","68","6","0","3","modAppDashboardService","False","False","","False","False",""
"modAppDashboardService","ResolveUserStatusText","Function","Private","Private Function ResolveUserStatusText() As String","String","","0","70","78","6","0","3","modAppDashboardService","False","False","","False","False",""
"modAppDashboardService","ResolveBackendStatusText","Function","Private","Private Function ResolveBackendStatusText() As String","String","","0","80","95","13","0","9","modAppDashboardService; modAppShell","False","False","","False","False",""
"modAppDashboardService","ResolveFrameworkStatusText","Function","Private","Private Function ResolveFrameworkStatusText() As String","String","","0","97","109","8","0","2","modAppDashboardService","False","False","","False","False",""
"modAppDashboardService","ComposeDisplayText","Function","Private","Private Function ComposeDisplayText(ByVal primaryValue As String, ByVal secondaryValue As String) As String","String","ByVal primaryValue As String; ByVal secondaryValue As String","2","111","120","8","0","4","modAppDashboardService","False","False","","False","False",""
"modAppDashboardService","SetDisplayValueIfPresent","Sub","Private","Private Sub SetDisplayValueIfPresent(     ByVal formInstance As Access.Form,     ByVal ControlName As String,     ByVal valueText As String)","","ByVal formInstance As Access.Form; ByVal ControlName As String; ByVal valueText As String","3","122","148","17","0","10","modAppDashboardService; modAppShell","False","False","","True","False",""
"modAppDashboardService","SetCaptionIfPresent","Sub","Private","Private Sub SetCaptionIfPresent(     ByVal formInstance As Access.Form,     ByVal ControlName As String,     ByVal translation_key As String,     ByVal fallback_text As String)","","ByVal formInstance As Access.Form; ByVal ControlName As String; ByVal translation_key As String; ByVal fallback_text As String","4","150","168","10","0","19","modAppDashboardService; modAppShell","False","False","","True","False",""
"modAppDashboardService","HasControl","Function","Private","Private Function HasControl(ByVal formInstance As Access.Form, ByVal ControlName As String) As Boolean","Boolean","ByVal formInstance As Access.Form; ByVal ControlName As String","2","170","187","13","0","27","modAppDashboardService; modAppShell; modAppWorkspaceService; modFwTranslationEditService","False","False","","True","False",""
"modAppDashboardService","NzText","Function","Private","Private Function NzText(ByVal Value As String, Optional ByVal defaultValue As String = ""n/a"") As String","String","ByVal Value As String; Optional ByVal defaultValue As String = ""n/a""","2","189","195","6","0","5","modAppDashboardService","False","False","","False","False",""
"modAppNavigationService","EnsureNavigationTables","Function","Public","Public Function EnsureNavigationTables() As Boolean","Boolean","","0","27","42","10","0","6","modAppNavigationService; modAppShell","False","False","","True","True",""
"modAppNavigationService","SeedDefaultNavigation","Function","Public","Public Function SeedDefaultNavigation() As Boolean","Boolean","","0","44","120","35","0","5","modAppNavigationService; modAppShell","False","False","","True","True",""
"modAppNavigationService","GetNavigationRowSource","Function","Public","Public Function GetNavigationRowSource(Optional ByVal role_code As String = """") As String","String","Optional ByVal role_code As String = """"","1","122","130","6","0","2","modAppNavigationService","False","False","","True","False",""
"modAppNavigationService","GetVisibleNavigationRowSource","Function","Public","Public Function GetVisibleNavigationRowSource(Optional ByVal role_code As String = """") As String","String","Optional ByVal role_code As String = """"","1","132","140","6","0","2","modAppNavigationService","False","False","","True","False",""
"modAppNavigationService","ToggleNavigationGroup","Function","Public","Public Function ToggleNavigationGroup(ByVal navigation_id As Long) As Boolean","Boolean","ByVal navigation_id As Long","1","142","183","20","2","4","modAppNavigationService","True","True","","True","False","DB_MUTATION;DB_EXECUTE"
"modAppNavigationService","ExpandNavigationGroup","Function","Public","Public Function ExpandNavigationGroup(ByVal navigation_id As Long) As Boolean","Boolean","ByVal navigation_id As Long","1","184","193","7","0","3","modAppNavigationService","False","False","","True","False",""
"modAppNavigationService","CollapseNavigationGroup","Function","Public","Public Function CollapseNavigationGroup(ByVal navigation_id As Long) As Boolean","Boolean","ByVal navigation_id As Long","1","195","204","7","0","3","modAppNavigationService","False","False","","True","False",""
"modAppNavigationService","CollapseAllNavigationGroups","Function","Public","Public Function CollapseAllNavigationGroups() As Boolean","Boolean","","0","206","224","9","0","4","modAppNavigationService","True","False","","True","True","DB_MUTATION;DB_EXECUTE"
"modAppNavigationService","HandleNavigationClick","Function","Public","Public Function HandleNavigationClick(     ByVal shellForm As Access.Form,     ByVal navigation_id As Long) As Boolean","Boolean","ByVal shellForm As Access.Form; ByVal navigation_id As Long","2","226","291","44","0","7","modAppNavigationService","True","True","","True","True",""
"modAppNavigationService","BuildNavigationRowSource","Function","Private","Private Function BuildNavigationRowSource(ByVal onlyVisibleRows As Boolean, ByVal role_code As String) As String","String","ByVal onlyVisibleRows As Boolean; ByVal role_code As String","2","293","338","38","0","3","modAppNavigationService","False","False","","False","False",""
"modAppNavigationService","EnsureNavigationTable","Sub","Private","Private Sub EnsureNavigationTable()","","","0","340","400","27","0","1","modAppNavigationService","False","False","","False","False","DB_MUTATION"
"modAppNavigationService","EnsureNavigationRoleTable","Sub","Private","Private Sub EnsureNavigationRoleTable()","","","0","402","431","14","0","1","modAppNavigationService","False","False","","False","False",""
"modAppNavigationService","EnsureNavigationEntry","Function","Private","Private Function EnsureNavigationEntry(     ByVal parentNavigationId As Long,     ByVal navigationGroup As String,     ByVal captionKey As String,     ByVal fallbackCaption As String,     ByVal objectName As String,     ByVal objectType As String,     ByVal openMode As String,     ByVal sortOrder As Long,     ByVal isExpanded As Boolean,     ByVal isVisible As Boolean,     ByVal isActive As Boolean,     Optional ByRef createdCount As Long = 0,     Optional ByRef updatedCount As Long = 0) As Long","Long","ByVal parentNavigationId As Long; ByVal navigationGroup As String; ByVal captionKey As String; ByVal fallbackCaption As String; ByVal objectName As String; ByVal objectType As String; ByVal openMode As String; ByVal sortOrder As Long; ByVal isExpanded As Boolean; ByVal isVisible As Boolean; ByVal isActive As Boolean; Optional ByRef createdCount As Long = 0; Optional ByRef updatedCount As Long = 0","13","433","498","29","0","22","modAppNavigationService","False","False","","True","True",""
"modAppNavigationService","NormalizeOpenMode","Function","Private","Private Function NormalizeOpenMode(ByVal openMode As String) As String","String","ByVal openMode As String","1","500","509","8","0","5","modAppNavigationService","False","False","","False","False",""
"modAppNavigationService","ResolveOpenDataMode","Function","Private","Private Function ResolveOpenDataMode(ByVal openMode As String) As AcFormOpenDataMode","AcFormOpenDataMode","ByVal openMode As String","1","511","527","11","0","5","modAppNavigationService","False","False","","False","True",""
"modAppNavigationService","LookupNavigationId","Function","Private","Private Function LookupNavigationId(     ByVal captionKey As String,     ByVal objectType As String,     ByVal objectName As String,     ByVal fallbackCaption As String) As Long","Long","ByVal captionKey As String; ByVal objectType As String; ByVal objectName As String; ByVal fallbackCaption As String","4","529","569","27","0","11","modAppNavigationService","False","False","","True","False",""
"modAppNavigationService","LookupNavigationIdByCriteria","Function","Private","Private Function LookupNavigationIdByCriteria(ByVal criteria As String) As Long","Long","ByVal criteria As String","1","571","587","12","0","7","modAppNavigationService","False","False","","True","False",""
"modAppNavigationService","BuildNavigationLookupCriteria","Function","Private","Private Function BuildNavigationLookupCriteria(     ByVal captionKey As String,     ByVal objectType As String,     ByVal objectName As String) As String","String","ByVal captionKey As String; ByVal objectType As String; ByVal objectName As String","3","589","608","10","0","4","modAppNavigationService","False","False","","False","False",""
"modAppNavigationService","SetNavigationExpandedState","Function","Private","Private Function SetNavigationExpandedState(ByVal navigation_id As Long, ByVal expandedState As Boolean) As Boolean","Boolean","ByVal navigation_id As Long; ByVal expandedState As Boolean","2","610","629","11","0","5","modAppNavigationService","True","False","","True","False","DB_MUTATION;DB_EXECUTE"
"modAppNavigationService","IsGroupNavigation","Function","Private","Private Function IsGroupNavigation(ByVal navigation_id As Long) As Boolean","Boolean","ByVal navigation_id As Long","1","631","642","7","0","5","modAppNavigationService","False","False","","True","False",""
"modAppNavigationService","GetNavigationExpandedState","Function","Private","Private Function GetNavigationExpandedState(ByVal navigation_id As Long) As Boolean","Boolean","ByVal navigation_id As Long","1","644","654","7","0","4","modAppNavigationService","False","False","","True","False",""
"modAppNavigationService","EnsureFieldExists","Sub","Private","Private Sub EnsureFieldExists(ByVal table_name As String, ByVal field_name As String, ByVal ddlType As String)","","ByVal table_name As String; ByVal field_name As String; ByVal ddlType As String","3","656","660","4","0","32","modAppNavigationService; modArticleGroupService","False","False","","False","False",""
"modAppNavigationService","EnsureIndexExists","Sub","Private","Private Sub EnsureIndexExists(ByVal table_name As String, ByVal indexName As String, ByVal createSql As String)","","ByVal table_name As String; ByVal indexName As String; ByVal createSql As String","3","662","666","4","0","12","modAppNavigationService; modArticleGroupService","False","False","","False","False",""
"modAppNavigationService","TableExists","Function","Private","Private Function TableExists(ByVal table_name As String) As Boolean","Boolean","ByVal table_name As String","1","668","686","14","0","114","modAddressRepository; modAppNavigationService; modArticleGroupService; modBasicModuleSchema; modContactRepository; modDemoDataSeeder; modDocumentCalculationService; modDocumentRepository; modFwComposerService; modFwSetup; modFwTranslationAuditService; modFwTranslationEditService; modFwTranslationRuntime; modFwTranslationTagGeneratorService; modMigrationPaymentTerms; modMigrationTranslations; modNumberRangeRepository; modOrderRepository; modOutputPathService; modTenantRepository; modUserRepository","True","True","","True","False",""
"modAppNavigationService","FieldExists","Function","Private","Private Function FieldExists(ByVal table_name As String, ByVal field_name As String) As Boolean","Boolean","ByVal table_name As String; ByVal field_name As String","2","688","709","17","0","51","modAppNavigationService; modArticleGroupService; modBasicModuleSchema; modDemoDataSeeder; modDocumentCalculationService; modFwSetup; modMigrationPaymentTerms; modMigrationTranslations","True","True","","True","False",""
"modAppNavigationService","IndexExists","Function","Private","Private Function IndexExists(ByVal table_name As String, ByVal indexName As String) As Boolean","Boolean","ByVal table_name As String; ByVal indexName As String","2","711","732","17","0","12","modAppNavigationService; modArticleGroupService; modBasicModuleSchema; modMigrationPaymentTerms","True","True","","True","False",""
"modAppNavigationService","ExecuteSql","Sub","Private","Private Sub ExecuteSql(ByVal sqlStatement As String)","","ByVal sqlStatement As String","1","734","736","2","0","9","modAppNavigationService; modArticleGroupService","True","False","","False","False","DB_EXECUTE"
"modAppShell","InitializeAppShell","Function","Public","Public Function InitializeAppShell(ByVal shellForm As Access.Form) As Boolean","Boolean","ByVal shellForm As Access.Form","1","84","120","25","0","5","modAppShell","False","False","","True","True",""
"modAppShell","RefreshShellStatus","Function","Public","Public Function RefreshShellStatus(ByVal shellForm As Access.Form) As Boolean","Boolean","ByVal shellForm As Access.Form","1","122","146","20","0","14","modAppShell; modAppWorkspaceService","False","False","","True","False",""
"modAppShell","UpdateShellCommandBarState","Sub","Public","Public Sub UpdateShellCommandBarState(ByVal shellForm As Access.Form)","","ByVal shellForm As Access.Form","1","148","150","2","0","0","","False","False","","False","False",""
"modAppShell","RefreshWorkspaceCommandBar","Function","Public","Public Function RefreshWorkspaceCommandBar(ByVal shellForm As Access.Form) As Boolean","Boolean","ByVal shellForm As Access.Form","1","152","190","30","0","6","modAppShell","False","False","m_lastWorkspaceFormName","True","False",""
"modAppShell","ExecuteWorkspaceCommandBarSlot","Sub","Public","Public Sub ExecuteWorkspaceCommandBarSlot(ByVal shellForm As Access.Form, ByVal slotName As String)","","ByVal shellForm As Access.Form; ByVal slotName As String","2","192","207","11","0","1","modAppShell","False","False","","True","False",""
"modAppShell","ExecuteWorkspaceQuickSearch","Sub","Public","Public Sub ExecuteWorkspaceQuickSearch(ByVal shellForm As Access.Form, ByVal searchText As String)","","ByVal shellForm As Access.Form; ByVal searchText As String","2","209","224","11","0","2","modAppShell","False","False","","True","False",""
"modAppShell","ClearWorkspaceQuickSearch","Sub","Public","Public Sub ClearWorkspaceQuickSearch(ByVal shellForm As Access.Form)","","ByVal shellForm As Access.Form","1","226","243","12","0","2","modAppShell","False","False","","True","False",""
"modAppShell","ExecuteShellListSearch","Sub","Public","Public Sub ExecuteShellListSearch(ByVal shellForm As Access.Form, ByVal searchText As String)","","ByVal shellForm As Access.Form; ByVal searchText As String","2","245","247","2","0","0","","False","False","","False","False",""
"modAppShell","ExecuteShellListClearSearch","Sub","Public","Public Sub ExecuteShellListClearSearch(ByVal shellForm As Access.Form)","","ByVal shellForm As Access.Form","1","249","251","2","0","0","","False","False","","False","False",""
"modAppShell","ExecuteShellListNew","Sub","Public","Public Sub ExecuteShellListNew(ByVal shellForm As Access.Form)","","ByVal shellForm As Access.Form","1","253","255","2","0","0","","False","False","","False","False",""
"modAppShell","ExecuteShellListEdit","Sub","Public","Public Sub ExecuteShellListEdit(ByVal shellForm As Access.Form)","","ByVal shellForm As Access.Form","1","257","259","2","0","0","","False","False","","False","False",""
"modAppShell","ExecuteShellListRefresh","Sub","Public","Public Sub ExecuteShellListRefresh(ByVal shellForm As Access.Form)","","ByVal shellForm As Access.Form","1","261","263","2","0","0","","False","False","","False","False",""
"modAppShell","LoadDefaultWorkspace","Function","Public","Public Function LoadDefaultWorkspace(ByVal shellForm As Access.Form) As Boolean","Boolean","ByVal shellForm As Access.Form","1","265","274","7","0","6","modAppShell","False","False","","True","False",""
"modAppShell","ResolveShellText","Function","Public","Public Function ResolveShellText(     ByVal translation_key As String,     ByVal fallback_text As String) As String","String","ByVal translation_key As String; ByVal fallback_text As String","2","276","306","23","0","18","modAppDashboardService; modAppNavigationService; modAppShell","False","False","","True","False",""
"modAppShell","LookupShellTranslationQuietly","Function","Private","Private Function LookupShellTranslationQuietly(ByVal translation_key As String) As String","String","ByVal translation_key As String","1","308","342","28","0","7","modAppShell","False","False","","True","False",""
"modAppShell","LookupShellTranslationByLanguage","Function","Private","Private Function LookupShellTranslationByLanguage(     ByVal translation_key As String,     ByVal languageCode As String) As String","String","ByVal translation_key As String; ByVal languageCode As String","2","344","367","14","0","5","modAppShell","False","False","","True","False",""
"modAppShell","GetBaseLanguageCode","Function","Private","Private Function GetBaseLanguageCode(ByVal languageCode As String) As String","String","ByVal languageCode As String","1","369","380","9","0","7","modAppShell; modFwTranslationRuntime","False","False","","False","False",""
"modAppShell","LoadNavigationHost","Sub","Private","Private Sub LoadNavigationHost(ByVal shellForm As Access.Form)","","ByVal shellForm As Access.Form","1","382","397","11","0","3","modAppShell","False","False","","True","True",""
"modAppShell","ApplyShellStaticTranslations","Sub","Private","Private Sub ApplyShellStaticTranslations(ByVal shellForm As Access.Form)","","ByVal shellForm As Access.Form","1","399","418","17","0","1","modAppShell","False","False","","True","False","DB_MUTATION"
"modAppShell","ResolveCurrentUserText","Function","Private","Private Function ResolveCurrentUserText() As String","String","","0","420","426","6","0","3","modAppShell","False","False","","False","False",""
"modAppShell","ResolveCurrentTenantText","Function","Private","Private Function ResolveCurrentTenantText() As String","String","","0","428","437","9","0","4","modAppShell","False","False","","False","False",""
"modAppShell","ResolveCurrentRoleText","Function","Private","Private Function ResolveCurrentRoleText() As String","String","","0","439","445","6","0","3","modAppShell","False","False","","False","False",""
"modAppShell","ResolveBackendStatusText","Function","Private","Private Function ResolveBackendStatusText() As String","String","","0","447","461","11","0","9","modAppDashboardService; modAppShell","False","False","","False","False",""
"modAppShell","ResolveEnvironmentText","Function","Private","Private Function ResolveEnvironmentText() As String","String","","0","463","465","2","0","2","modAppShell","False","False","","False","False",""
"modAppShell","SetDisplayValueIfPresent","Sub","Private","Private Sub SetDisplayValueIfPresent(     ByVal formInstance As Access.Form,     ByVal ControlName As String,     ByVal displayValue As String)","","ByVal formInstance As Access.Form; ByVal ControlName As String; ByVal displayValue As String","3","467","493","17","0","10","modAppDashboardService; modAppShell","False","False","","True","False",""
"modAppShell","SetCaptionIfPresent","Sub","Private","Private Sub SetCaptionIfPresent(     ByVal formInstance As Access.Form,     ByVal ControlName As String,     ByVal translation_key As String,     ByVal fallback_text As String)","","ByVal formInstance As Access.Form; ByVal ControlName As String; ByVal translation_key As String; ByVal fallback_text As String","4","495","513","10","0","19","modAppDashboardService; modAppShell","False","False","","True","False",""
"modAppShell","SetControlEnabledIfPresent","Sub","Private","Private Sub SetControlEnabledIfPresent(     ByVal formInstance As Access.Form,     ByVal ControlName As String,     ByVal isEnabled As Boolean)","","ByVal formInstance As Access.Form; ByVal ControlName As String; ByVal isEnabled As Boolean","3","515","532","10","0","9","modAppShell","False","False","","True","False",""
"modAppShell","SetControlVisibleIfPresent","Sub","Private","Private Sub SetControlVisibleIfPresent(     ByVal formInstance As Access.Form,     ByVal ControlName As String,     ByVal isVisible As Boolean)","","ByVal formInstance As Access.Form; ByVal ControlName As String; ByVal isVisible As Boolean","3","534","551","10","0","8","modAppShell","False","False","","True","False",""
"modAppShell","SetCommandBarVisible","Sub","Private","Private Sub SetCommandBarVisible(ByVal shellForm As Access.Form, ByVal isVisible As Boolean)","","ByVal shellForm As Access.Form; ByVal isVisible As Boolean","2","553","571","15","0","0","","False","False","","True","False",""
"modAppShell","ClearShellSearchText","Sub","Private","Private Sub ClearShellSearchText(ByVal shellForm As Access.Form)","","ByVal shellForm As Access.Form","1","573","585","9","0","0","","False","False","","True","False",""
"modAppShell","ResetWorkspaceCommandBarUi","Sub","Private","Private Sub ResetWorkspaceCommandBarUi(ByVal shellForm As Access.Form)","","ByVal shellForm As Access.Form","1","587","606","16","0","1","modAppShell","False","False","","True","False",""
"modAppShell","ResetCommandBarSlot","Sub","Private","Private Sub ResetCommandBarSlot(ByVal shellForm As Access.Form, ByVal slotName As String)","","ByVal shellForm As Access.Form; ByVal slotName As String","2","608","628","15","0","8","modAppShell","False","False","","True","False",""
"modAppShell","ResolveWorkspaceCommandBarConfig","Function","Private","Private Function ResolveWorkspaceCommandBarConfig(     ByVal workspaceForm As Access.Form,     ByVal supportsWorkspaceBar As Boolean) As Object","Object","ByVal workspaceForm As Access.Form; ByVal supportsWorkspaceBar As Boolean","2","630","654","17","0","4","modAppShell","False","False","","True","False",""
"modAppShell","BuildLegacyListCommandBarConfig","Function","Private","Private Function BuildLegacyListCommandBarConfig(ByVal workspaceForm As Access.Form) As Object","Object","ByVal workspaceForm As Access.Form","1","656","717","47","0","3","modAppShell","False","False","","True","False","DB_MUTATION"
"modAppShell","ApplyWorkspaceCommandBarConfig","Sub","Private","Private Sub ApplyWorkspaceCommandBarConfig(     ByVal shellForm As Access.Form,     ByVal workspaceForm As Access.Form,     ByVal config As Object)","","ByVal shellForm As Access.Form; ByVal workspaceForm As Access.Form; ByVal config As Object","3","719","745","18","0","1","modAppShell","False","False","","True","False",""
"modAppShell","ApplyCommandBarSlot","Sub","Private","Private Sub ApplyCommandBarSlot(     ByVal shellForm As Access.Form,     ByVal workspaceForm As Access.Form,     ByVal config As Object,     ByVal slotName As String)","","ByVal shellForm As Access.Form; ByVal workspaceForm As Access.Form; ByVal config As Object; ByVal slotName As String","4","747","787","28","0","8","modAppShell","False","False","","True","False",""
"modAppShell","ApplyQuickSearchConfig","Sub","Private","Private Sub ApplyQuickSearchConfig(ByVal shellForm As Access.Form, ByVal config As Object)","","ByVal shellForm As Access.Form; ByVal config As Object","2","789","818","24","0","1","modAppShell","False","False","","True","False",""
"modAppShell","WorkspaceCanExecuteCommand","Function","Private","Private Function WorkspaceCanExecuteCommand(ByVal workspaceForm As Access.Form, ByVal commandKey As String) As Boolean","Boolean","ByVal workspaceForm As Access.Form; ByVal commandKey As String","2","820","852","25","0","9","modAppShell","False","False","","True","False",""
"modAppShell","ResolveLegacyCommandAvailability","Function","Private","Private Function ResolveLegacyCommandAvailability(ByVal workspaceForm As Access.Form, ByVal commandKey As String) As Boolean","Boolean","ByVal workspaceForm As Access.Form; ByVal commandKey As String","2","854","867","13","0","6","modAppShell","False","False","","False","False",""
"modAppShell","ExecuteWorkspaceCommandByKey","Sub","Private","Private Sub ExecuteWorkspaceCommandByKey(     ByVal shellForm As Access.Form,     ByVal commandKey As String,     Optional ByVal commandValue As String = """")","","ByVal shellForm As Access.Form; ByVal commandKey As String; Optional ByVal commandValue As String = """"","3","869","906","27","0","8","modAppShell","False","False","","True","True",""
"modAppShell","IsShellManagedCommand","Function","Private","Private Function IsShellManagedCommand(ByVal commandKey As String) As Boolean","Boolean","ByVal commandKey As String","1","908","913","5","0","3","modAppShell","False","False","","False","False",""
"modAppShell","ExecuteShellManagedCommand","Sub","Private","Private Sub ExecuteShellManagedCommand(ByVal shellForm As Access.Form, ByVal commandKey As String)","","ByVal shellForm As Access.Form; ByVal commandKey As String","2","915","922","7","0","1","modAppShell","False","False","","False","False",""
"modAppShell","SupportsWorkspaceCommandBarApi","Function","Private","Private Function SupportsWorkspaceCommandBarApi(ByVal workspaceForm As Access.Form) As Boolean","Boolean","ByVal workspaceForm As Access.Form","1","924","926","2","0","4","modAppShell","False","False","","False","False",""
"modAppShell","ExecuteLegacyWorkspaceCommand","Sub","Private","Private Sub ExecuteLegacyWorkspaceCommand(     ByVal shellForm As Access.Form,     ByVal workspaceForm As Access.Form,     ByVal commandKey As String,     ByVal commandValue As String)","","ByVal shellForm As Access.Form; ByVal workspaceForm As Access.Form; ByVal commandKey As String; ByVal commandValue As String","4","928","949","17","0","1","modAppShell","False","False","","False","False",""
"modAppShell","ResolveSlotCommandKey","Function","Private","Private Function ResolveSlotCommandKey(ByVal shellForm As Access.Form, ByVal slotName As String) As String","String","ByVal shellForm As Access.Form; ByVal slotName As String","2","951","962","9","0","2","modAppShell","False","False","","False","False",""
"modAppShell","ResolveQuickSearchCommandKey","Function","Private","Private Function ResolveQuickSearchCommandKey(ByVal shellForm As Access.Form, ByVal isClearCommand As Boolean) As String","String","ByVal shellForm As Access.Form; ByVal isClearCommand As Boolean","2","964","974","10","0","4","modAppShell","False","False","","False","False",""
"modAppShell","ResolveSlotControlName","Function","Private","Private Function ResolveSlotControlName(ByVal slotName As String) As String","String","ByVal slotName As String","1","976","995","19","0","11","modAppShell","False","False","","False","False",""
"modAppShell","BuildControlCommandTag","Function","Private","Private Function BuildControlCommandTag(ByVal commandKey As String) As String","String","ByVal commandKey As String","1","997","1004","6","0","4","modAppShell","False","False","","False","False",""
"modAppShell","ParseCommandKeyFromTag","Function","Private","Private Function ParseCommandKeyFromTag(ByVal TagValue As String) As String","String","ByVal TagValue As String","1","1006","1025","17","0","4","modAppShell","False","False","","False","False",""
"modAppShell","GetConfigBoolean","Function","Private","Private Function GetConfigBoolean(ByVal config As Object, ByVal keyName As String, ByVal defaultValue As Boolean) As Boolean","Boolean","ByVal config As Object; ByVal keyName As String; ByVal defaultValue As Boolean","3","1027","1044","14","0","8","modAppShell","False","False","","True","False",""
"modAppShell","GetConfigString","Function","Private","Private Function GetConfigString(ByVal config As Object, ByVal keyName As String, ByVal defaultValue As String) As String","String","ByVal config As Object; ByVal keyName As String; ByVal defaultValue As String","3","1046","1063","14","0","9","modAppShell","False","False","","True","False",""
"modAppShell","ClearQuickSearchText","Sub","Private","Private Sub ClearQuickSearchText(ByVal shellForm As Access.Form)","","ByVal shellForm As Access.Form","1","1065","1081","12","0","4","modAppShell","False","False","","True","False",""
"modAppShell","ResolveCurrentWorkspaceForm","Function","Private","Private Function ResolveCurrentWorkspaceForm(ByVal shellForm As Access.Form) As Access.Form","Access.Form","ByVal shellForm As Access.Form","1","1083","1104","15","0","5","modAppShell","False","False","","True","False",""
