"ModuleName","ProcedureName","Kind","Visibility","Signature","ReturnType","Parameters","ParameterCount","StartLine","EndLine","CodeLines","CommentLines","CallSiteCount","CallingModules","UsesCurrentDb","UsesExplicitDaoDatabase","UsesPrivateModuleVariables","HasErrorHandling","HasLogging","SideEffects"
"modAppShell","TryGetHostedForm","Function","Private","Private Function TryGetHostedForm(ByVal hostControl As Control) As Access.Form","Access.Form","ByVal hostControl As Control","1","1106","1120","10","0","3","modAppShell; modFwDiagnostics","False","False","","True","False",""
"modAppShell","ResolveWorkspaceBooleanCapability","Function","Private","Private Function ResolveWorkspaceBooleanCapability(     ByVal workspaceForm As Access.Form,     ByVal methodName As String,     ByVal defaultValue As Boolean,     Optional ByVal suppressWarningLog As Boolean = False) As Boolean","Boolean","ByVal workspaceForm As Access.Form; ByVal methodName As String; ByVal defaultValue As Boolean; Optional ByVal suppressWarningLog As Boolean = False","4","1122","1149","17","0","10","modAppShell","False","False","","True","True",""
"modAppShell","CallWorkspaceListMethodNoArg","Sub","Private","Private Sub CallWorkspaceListMethodNoArg(ByVal shellForm As Access.Form, ByVal methodName As String)","","ByVal shellForm As Access.Form; ByVal methodName As String","2","1151","1171","15","0","5","modAppShell","False","False","","True","True",""
"modAppShell","CallWorkspaceListMethodWithArg","Sub","Private","Private Sub CallWorkspaceListMethodWithArg(     ByVal shellForm As Access.Form,     ByVal methodName As String,     ByVal argText As String)","","ByVal shellForm As Access.Form; ByVal methodName As String; ByVal argText As String","3","1173","1196","15","0","2","modAppShell","False","False","","True","True",""
"modAppShell","HandleMissingWorkspaceListMethod","Sub","Private","Private Sub HandleMissingWorkspaceListMethod(     ByVal shellForm As Access.Form,     ByVal workspaceForm As Access.Form,     ByVal methodName As String,     ByVal raisedError As ErrObject)","","ByVal shellForm As Access.Form; ByVal workspaceForm As Access.Form; ByVal methodName As String; ByVal raisedError As ErrObject","4","1198","1220","13","0","4","modAppShell","False","False","","True","True",""
"modAppShell","HasControl","Function","Private","Private Function HasControl(ByVal formInstance As Access.Form, ByVal ControlName As String) As Boolean","Boolean","ByVal formInstance As Access.Form; ByVal ControlName As String","2","1222","1239","13","0","27","modAppDashboardService; modAppShell; modAppWorkspaceService; modFwTranslationEditService","False","False","","True","False",""
"modAppShell","ResolveSafeText","Function","Private","Private Function ResolveSafeText(ByVal Value As String) As String","String","ByVal Value As String","1","1241","1247","6","0","6","modAppShell","False","False","","False","False",""
"modAppWorkspaceService","OpenWorkspaceForm","Function","Public","Public Function OpenWorkspaceForm(     ByVal shellForm As Access.Form,     ByVal form_name As String,     Optional ByVal where_condition As String = """",     Optional ByVal data_mode As AcFormOpenDataMode = acFormPropertySettings,     Optional ByVal open_args As String = """",     Optional ByVal track_history As Boolean = True) As Boolean","Boolean","ByVal shellForm As Access.Form; ByVal form_name As String; Optional ByVal where_condition As String = """"; Optional ByVal data_mode As AcFormOpenDataMode = acFormPropertySettings; Optional ByVal open_args As String = """"; Optional ByVal track_history As Boolean = True","6","29","153","78","0","18","modAppNavigationService; modAppWorkspaceService","False","False","m_isRestoringHistory","True","True","FORM_NAVIGATION"
"modAppWorkspaceService","PushWorkspaceState","Function","Public","Public Function PushWorkspaceState(ByVal workspaceForm As Access.Form) As Boolean","Boolean","ByVal workspaceForm As Access.Form","1","155","173","14","0","4","modAppWorkspaceService","False","False","","True","False",""
"modAppWorkspaceService","GoBack","Function","Public","Public Function GoBack(ByVal shellForm As Access.Form) As Boolean","Boolean","ByVal shellForm As Access.Form","1","175","234","44","0","7","modAppShell; modAppWorkspaceService","False","False","m_isRestoringHistory","True","True",""
"modAppWorkspaceService","CanGoBack","Function","Public","Public Function CanGoBack() As Boolean","Boolean","","0","236","239","3","0","5","modAppShell; modAppWorkspaceService; modFwDiagnostics","False","False","m_workspaceHistory","False","False",""
"modAppWorkspaceService","ClearWorkspaceHistory","Sub","Public","Public Sub ClearWorkspaceHistory()","","","0","241","243","2","0","0","","False","False","m_workspaceHistory","False","False",""
"modAppWorkspaceService","PeekWorkspaceHistory","Function","Public","Public Function PeekWorkspaceHistory() As String","String","","0","245","251","5","0","1","modAppWorkspaceService","False","False","m_workspaceHistory","False","False",""
"modAppWorkspaceService","ApplyWorkspaceOpenArgs","Sub","Private","Private Sub ApplyWorkspaceOpenArgs(ByVal workspaceForm As Access.Form, ByVal openArgs As String, ByVal FormName As String)","","ByVal workspaceForm As Access.Form; ByVal openArgs As String; ByVal FormName As String","3","253","280","18","0","8","modAppWorkspaceService","False","False","","True","True",""
"modAppWorkspaceService","CanReplaceWorkspaceContent","Function","Private","Private Function CanReplaceWorkspaceContent(ByVal workspaceHost As Control) As Boolean","Boolean","ByVal workspaceHost As Control","1","282","307","18","0","3","modAppWorkspaceService","False","False","","True","False",""
"modAppWorkspaceService","PreviewWorkspaceReport","Function","Public","Public Function PreviewWorkspaceReport(     ByVal shellForm As Access.Form,     ByVal report_name As String,     Optional ByVal where_condition As String = """") As Boolean","Boolean","ByVal shellForm As Access.Form; ByVal report_name As String; Optional ByVal where_condition As String = """"","3","309","335","16","0","6","modAppNavigationService; modAppWorkspaceService","False","False","","True","True",""
"modAppWorkspaceService","LoadDashboard","Function","Public","Public Function LoadDashboard(ByVal shellForm As Access.Form) As Boolean","Boolean","ByVal shellForm As Access.Form","1","337","346","7","0","4","modAppShell; modAppWorkspaceService","False","False","","True","False",""
"modAppWorkspaceService","ClearWorkspace","Function","Public","Public Function ClearWorkspace(ByVal shellForm As Access.Form) As Boolean","Boolean","ByVal shellForm As Access.Form","1","348","378","22","0","6","modAppWorkspaceService","False","False","","True","True",""
"modAppWorkspaceService","ApplyWorkspaceFormState","Sub","Private","Private Sub ApplyWorkspaceFormState(     ByVal targetForm As Access.Form,     ByVal where_condition As String,     ByVal data_mode As AcFormOpenDataMode)","","ByVal targetForm As Access.Form; ByVal where_condition As String; ByVal data_mode As AcFormOpenDataMode","3","380","414","24","1","2","modAppWorkspaceService","False","False","","True","False","FORM_NAVIGATION"
"modAppWorkspaceService","AppendHistoryItem","Sub","Private","Private Sub AppendHistoryItem(     ByVal historyItemText As String,     Optional ByVal allowDuplicateTopItem As Boolean = False)","","ByVal historyItemText As String; Optional ByVal allowDuplicateTopItem As Boolean = False","2","416","434","13","0","3","modAppWorkspaceService","False","False","m_workspaceHistory","False","False",""
"modAppWorkspaceService","CaptureCurrentWorkspaceHistory","Function","Private","Private Function CaptureCurrentWorkspaceHistory(ByVal workspaceHost As Control) As String","String","ByVal workspaceHost As Control","1","436","453","12","0","2","modAppWorkspaceService","False","False","","True","False",""
"modAppWorkspaceService","EnsureWorkspaceHistory","Sub","Private","Private Sub EnsureWorkspaceHistory()","","","0","455","459","4","0","4","modAppWorkspaceService","False","False","m_workspaceHistory","False","False",""
"modAppWorkspaceService","EscapeHistoryValue","Function","Private","Private Function EscapeHistoryValue(ByVal Value As String) As String","String","ByVal Value As String","1","461","469","8","0","2","modAppWorkspaceService","False","False","","False","False",""
"modAppWorkspaceService","FormExists","Function","Private","Private Function FormExists(ByVal form_name As String) As Boolean","Boolean","ByVal form_name As String","1","471","484","10","0","2","modAppWorkspaceService","False","False","","True","False",""
"modAppWorkspaceService","GetCurrentRecordIdText","Function","Private","Private Function GetCurrentRecordIdText(ByVal workspaceForm As Access.Form) As String","String","ByVal workspaceForm As Access.Form","1","486","495","6","0","2","modAppWorkspaceService","False","False","","True","False",""
"modAppWorkspaceService","GetHistoryValue","Function","Private","Private Function GetHistoryValue(ByVal historyItemText As String, ByVal keyName As String) As String","String","ByVal historyItemText As String; ByVal keyName As String","2","497","518","19","0","8","modAppWorkspaceService","False","False","","False","False",""
"modAppWorkspaceService","GetWorkspaceHostControl","Function","Private","Private Function GetWorkspaceHostControl(ByVal shellForm As Access.Form) As Control","Control","ByVal shellForm As Access.Form","1","520","532","9","0","4","modAppWorkspaceService","False","False","","True","False",""
"modAppWorkspaceService","HasControl","Function","Private","Private Function HasControl(ByVal formInstance As Access.Form, ByVal ControlName As String) As Boolean","Boolean","ByVal formInstance As Access.Form; ByVal ControlName As String","2","534","551","13","0","27","modAppDashboardService; modAppShell; modAppWorkspaceService; modFwTranslationEditService","False","False","","True","False",""
"modAppWorkspaceService","PopHistoryItem","Function","Private","Private Function PopHistoryItem() As String","String","","0","553","562","7","0","2","modAppWorkspaceService","False","False","m_workspaceHistory","False","False",""
"modAppWorkspaceService","ReportExists","Function","Private","Private Function ReportExists(ByVal report_name As String) As Boolean","Boolean","ByVal report_name As String","1","564","577","10","0","7","modAppWorkspaceService; modPdfExportService","False","False","","True","False",""
"modAppWorkspaceService","ResolveHistoryDataMode","Function","Private","Private Function ResolveHistoryDataMode(ByVal historyItemText As String) As AcFormOpenDataMode","AcFormOpenDataMode","ByVal historyItemText As String","1","579","585","6","0","3","modAppWorkspaceService","False","False","","False","False",""
