"translation_key","old_language_code","new_language_code","old_text","new_text","classification","auto_cleanable"
"FORM.FRMARTICLEGROUPDETAIL.FORM_TITLE","DE-CH","de-CH","Artikelgruppe","Artikelgruppe","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEGROUPDETAIL.FORM_TITLE","EN-US","en-US","Article group","Article group","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEGROUPDETAIL.IS_ACTIVE","DE-CH","de-CH","Aktiv","Aktiv","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEGROUPDETAIL.IS_ACTIVE","EN-US","en-US","Active","Active","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEGROUPDETAIL.PRODUCT_GROUP_CODE","DE-CH","de-CH","Artikelgruppen-Code","Artikelgruppen-Code","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEGROUPDETAIL.PRODUCT_GROUP_CODE","EN-US","en-US","Article group code","Article group code","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEGROUPDETAIL.PRODUCT_GROUP_NAME","DE-CH","de-CH","Artikelgruppen-Name","Artikelgruppen-Name","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEGROUPDETAIL.PRODUCT_GROUP_NAME","EN-US","en-US","Article group name","Article group name","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEGROUPDETAIL.SAVE","DE-CH","de-CH","Speichern","Speichern","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEGROUPDETAIL.SAVE","EN-US","en-US","Save","Save","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEGROUPDETAIL.SORT_ORDER","DE-CH","de-CH","Sortierung","Sortierung","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEGROUPDETAIL.SORT_ORDER","EN-US","en-US","Sort order","Sort order","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEGROUPLIST.DESCRIPTION_TEXT","DE-CH","de-CH","Beschreibung","Beschreibung","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEGROUPLIST.DESCRIPTION_TEXT","EN-US","en-US","Description","Description","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEGROUPLIST.EDIT","DE-CH","de-CH","Bearbeiten","Bearbeiten","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEGROUPLIST.EDIT","EN-US","en-US","Edit","Edit","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEGROUPLIST.FORM_TITLE","DE-CH","de-CH","Artikelgruppen","Artikelgruppen","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEGROUPLIST.FORM_TITLE","EN-US","en-US","Article groups","Article groups","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEGROUPLIST.IS_ACTIVE","DE-CH","de-CH","Aktiv","Aktiv","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEGROUPLIST.IS_ACTIVE","EN-US","en-US","Active","Active","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEGROUPLIST.PRODUCT_GROUP_CODE","DE-CH","de-CH","Code der Warengruppe","Code der Warengruppe","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEGROUPLIST.PRODUCT_GROUP_CODE","EN-US","en-US","Product group code","Product group code","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEGROUPLIST.PRODUCT_GROUP_ID","DE-CH","de-CH","WG-ID","WG-ID","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEGROUPLIST.PRODUCT_GROUP_ID","EN-US","en-US","PG-ID","PG-ID","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEGROUPLIST.PRODUCT_GROUP_NAME","DE-CH","de-CH","Warengruppe","Warengruppe","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEGROUPLIST.PRODUCT_GROUP_NAME","EN-US","en-US","Product group","Product group","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEGROUPLIST.REFRESH","DE-CH","de-CH","Aktualisieren","Aktualisieren","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEGROUPLIST.REFRESH","EN-US","en-US","Refresh","Refresh","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEGROUPLIST.SEARCH","DE-CH","de-CH","Suche","Suche","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEGROUPLIST.SEARCH","EN-US","en-US","Search","Search","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEGROUPLIST.SORT_ORDER","DE-CH","de-CH","Sort","Sort","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEGROUPLIST.SORT_ORDER","EN-US","en-US","Sort","Sort","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLELIST.ARTICLE_NAME","DE-CH","de-CH","Artikelname","Artikelname","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLELIST.ARTICLE_NAME","EN-US","en-US","Article name","Article name","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLELIST.ARTICLE_NO","DE-CH","de-CH","Artikel-Nr.","Artikel-Nr.","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLELIST.ARTICLE_NO","EN-US","en-US","Article no.","Article no.","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLELIST.FORM_TITLE","DE-CH","de-CH","Artikel","Artikel","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLELIST.FORM_TITLE","EN-US","en-US","Articles","Articles","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLELIST.IS_ACTIVE","DE-CH","de-CH","Aktiv","Aktiv","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLELIST.IS_ACTIVE","EN-US","en-US","Active","Active","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLELIST.PRODUCT_GROUP","DE-CH","de-CH","Artikelgruppe","Artikelgruppe","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLELIST.PRODUCT_GROUP","EN-US","en-US","Product group","Product group","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLELIST.PRODUCT_GROUP_NAME","DE-CH","de-CH","Warengruppe","Warengruppe","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLELIST.PRODUCT_GROUP_NAME","EN-US","en-US","Product group","Product group","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLELIST.REFRESH","DE-CH","de-CH","Aktualisieren","Aktualisieren","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLELIST.REFRESH","EN-US","en-US","Refresh","Refresh","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLELIST.SALES_PRICE","DE-CH","de-CH","Verkaufspreis","Verkaufspreis","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLELIST.SALES_PRICE","EN-US","en-US","Sales price","Sales price","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLELIST.SEARCH","DE-CH","de-CH","Suche","Suche","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLELIST.SEARCH","EN-US","en-US","Search","Search","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLELIST.UNIT_CODE","DE-CH","de-CH","Einheit","Einheit","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLELIST.UNIT_CODE","EN-US","en-US","Unit","Unit","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLELIST.VAT_CODE","DE-CH","de-CH","MWST","MWST","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLELIST.VAT_CODE","EN-US","en-US","VAT","VAT","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWNAVIGATIONADMIN.CMDDEACTIVATE","DE-CH","de-CH","Deaktivieren","Deaktivieren","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWNAVIGATIONADMIN.CMDDEACTIVATE","EN-US","en-US","Deactivate","Deactivate","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWNAVIGATIONADMIN.CMDHIDE","DE-CH","de-CH","Ausblenden","Ausblenden","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWNAVIGATIONADMIN.CMDHIDE","EN-US","en-US","Hide","Hide","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWNAVIGATIONADMIN.CMDNEWGROUP","DE-CH","de-CH","Neue Gruppe","Neue Gruppe","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWNAVIGATIONADMIN.CMDNEWGROUP","EN-US","en-US","New Group","New Group","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWNAVIGATIONADMIN.CMDNEWITEM","DE-CH","de-CH","Neuer Menüpunkt","Neuer Menüpunkt","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWNAVIGATIONADMIN.CMDNEWITEM","EN-US","en-US","New menu item","New menu item","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWNAVIGATIONADMIN.CMDREFRESH","DE-CH","de-CH","Aktualisieren","Aktualisieren","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWNAVIGATIONADMIN.CMDREFRESH","EN-US","en-US","Refresh","Refresh","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWNAVIGATIONADMIN.CMDSAVE","DE-CH","de-CH","Speichern","Speichern","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWNAVIGATIONADMIN.CMDSAVE","EN-US","en-US","Save","Save","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWNAVIGATIONADMIN.CMDSHOW","DE-CH","de-CH","Anzeigen","Anzeigen","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWNAVIGATIONADMIN.CMDSHOW","EN-US","en-US","Display","Display","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWNAVIGATIONADMIN.CMDTESTOPEN","DE-CH","de-CH","Testen","Testen","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWNAVIGATIONADMIN.CMDTESTOPEN","EN-US","en-US","Test","Test","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWNAVIGATIONADMIN.DEACTIVATE","DE-CH","de-CH","Deaktivieren","Deaktivieren","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWNAVIGATIONADMIN.DEACTIVATE","EN-US","en-US","Deactivate","Deactivate","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWNAVIGATIONADMIN.FORM_TITLE","DE-CH","de-CH","Navigation verwalten","Navigation verwalten","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWNAVIGATIONADMIN.FORM_TITLE","EN-US","en-US","Manage navigation","Manage navigation","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWNAVIGATIONADMIN.HIDE","DE-CH","de-CH","Ausblenden","Ausblenden","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWNAVIGATIONADMIN.HIDE","EN-US","en-US","Hide","Hide","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWNAVIGATIONADMIN.LBLCAPTIONKEY","DE-CH","de-CH","Schlüssel","Schlüssel","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWNAVIGATIONADMIN.LBLCAPTIONKEY","EN-US","en-US","Key","Key","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWNAVIGATIONADMIN.LBLFALLBACK","DE-CH","de-CH","Ersatztext","Ersatztext","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWNAVIGATIONADMIN.LBLFALLBACK","EN-US","en-US","Fallback text","Fallback text","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWNAVIGATIONADMIN.LBLISACTIVE","DE-CH","de-CH","Aktiv","Aktiv","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWNAVIGATIONADMIN.LBLISACTIVE","EN-US","en-US","Active","Active","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWNAVIGATIONADMIN.LBLISEXPANDED","DE-CH","de-CH","Offen, Erweitert","Offen, Erweitert","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWNAVIGATIONADMIN.LBLISEXPANDED","EN-US","en-US","Expanded","Expanded","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWNAVIGATIONADMIN.LBLISVISIBLE","DE-CH","de-CH","Sichtbar","Sichtbar","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWNAVIGATIONADMIN.LBLISVISIBLE","EN-US","en-US","Visible","Visible","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWNAVIGATIONADMIN.LBLNAVIGATIONENTRIES","DE-CH","de-CH","Navigationspunkte","Navigationspunkte","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWNAVIGATIONADMIN.LBLNAVIGATIONENTRIES","EN-US","en-US","Navigation Entries","Navigation Entries","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWNAVIGATIONADMIN.LBLNAVIGATIONGROUP","DE-CH","de-CH","Navigationsgruppe","Navigationsgruppe","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWNAVIGATIONADMIN.LBLNAVIGATIONGROUP","EN-US","en-US","Navigation Group","Navigation Group","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWNAVIGATIONADMIN.LBLOBJECTNAME","DE-CH","de-CH","Objektname","Objektname","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWNAVIGATIONADMIN.LBLOBJECTNAME","EN-US","en-US","Object Name","Object Name","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWNAVIGATIONADMIN.LBLOBJECTTYPE","DE-CH","de-CH","Objekttyp","Objekttyp","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWNAVIGATIONADMIN.LBLOBJECTTYPE","EN-US","en-US","Object Type","Object Type","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWNAVIGATIONADMIN.LBLOPENMODE","DE-CH","de-CH","Öffnungsmodus","Öffnungsmodus","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWNAVIGATIONADMIN.LBLOPENMODE","EN-US","en-US","Open Mode","Open Mode","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWNAVIGATIONADMIN.LBLPARENTNAVIGATIONID","DE-CH","de-CH","Übergeordnete NavID","Übergeordnete NavID","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWNAVIGATIONADMIN.LBLPARENTNAVIGATIONID","EN-US","en-US","Parent NavID","Parent NavID","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWNAVIGATIONADMIN.LBLSORTORDER","DE-CH","de-CH","Sortierreihenfolge","Sortierreihenfolge","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWNAVIGATIONADMIN.LBLSORTORDER","EN-US","en-US","Sort Order","Sort Order","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWNAVIGATIONADMIN.NEW_GROUP","DE-CH","de-CH","Neue Gruppe","Neue Gruppe","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWNAVIGATIONADMIN.NEW_GROUP","EN-US","en-US","New group","New group","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWNAVIGATIONADMIN.NEW_ITEM","DE-CH","de-CH","Neuer Eintrag","Neuer Eintrag","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWNAVIGATIONADMIN.NEW_ITEM","EN-US","en-US","New item","New item","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWNAVIGATIONADMIN.REFRESH","DE-CH","de-CH","Aktualisieren","Aktualisieren","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWNAVIGATIONADMIN.REFRESH","EN-US","en-US","Refresh","Refresh","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWNAVIGATIONADMIN.SAVE","DE-CH","de-CH","Speichern","Speichern","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWNAVIGATIONADMIN.SAVE","EN-US","en-US","Save","Save","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWNAVIGATIONADMIN.SHOW","DE-CH","de-CH","Einblenden","Einblenden","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWNAVIGATIONADMIN.SHOW","EN-US","en-US","Show","Show","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTAGCOMPOSER.CMDAPPLY","DE-CH","de-CH","Übernehmen","Übernehmen","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTAGCOMPOSER.CMDAPPLY","EN-US","en-US","Apply","Apply","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTAGCOMPOSER.CMDHELP","DE-CH","de-CH","Hilfe","Hilfe","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTAGCOMPOSER.CMDHELP","EN-US","en-US","Help","Help","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTAGCOMPOSER.CMDSAVE","DE-CH","de-CH","Speichern","Speichern","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTAGCOMPOSER.CMDSAVE","EN-US","en-US","Save","Save","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTAGCOMPOSER.LBLBEHAVIOUR","DE-CH","de-CH","Verhalten","Verhalten","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTAGCOMPOSER.LBLBEHAVIOUR","EN-US","en-US","Behavior","Behavior","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTAGCOMPOSER.LBLBEHVIOUR","DE-CH","de-CH","<neu>","<neu>","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTAGCOMPOSER.LBLBEHVIOUR","EN-US","en-US","<neu>","<neu>","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTAGCOMPOSER.LBLDATE","DE-CH","de-CH","Datum","Datum","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTAGCOMPOSER.LBLDATE","EN-US","en-US","Date","Date","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTAGCOMPOSER.LBLDISABLED","DE-CH","de-CH","Deaktiviert","Deaktiviert","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTAGCOMPOSER.LBLDISABLED","EN-US","en-US","Disabled","Disabled","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTAGCOMPOSER.LBLHIDDEN","DE-CH","de-CH","Unsichtbar","Unsichtbar","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTAGCOMPOSER.LBLHIDDEN","EN-US","en-US","Hidden","Hidden","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTAGCOMPOSER.LBLINTEGER","DE-CH","de-CH","Integer","Integer","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTAGCOMPOSER.LBLINTEGER","EN-US","en-US","Integer","Integer","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTAGCOMPOSER.LBLLOCKED","DE-CH","de-CH","Gesperrt","Gesperrt","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTAGCOMPOSER.LBLLOCKED","EN-US","en-US","Locked","Locked","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTAGCOMPOSER.LBLNUMERIC","DE-CH","de-CH","Numerisch","Numerisch","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTAGCOMPOSER.LBLNUMERIC","EN-US","en-US","Numeric","Numeric","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTAGCOMPOSER.LBLREADONLY","DE-CH","de-CH","Nur lesen","Nur lesen","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTAGCOMPOSER.LBLREADONLY","EN-US","en-US","Read-only","Read-only","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTAGCOMPOSER.LBLREQUIRED","DE-CH","de-CH","Benötigt","Benötigt","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTAGCOMPOSER.LBLREQUIRED","EN-US","en-US","Required","Required","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTAGCOMPOSER.LBLSETFOCUS","DE-CH","de-CH","Fokus setzen","Fokus setzen","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTAGCOMPOSER.LBLSETFOCUS","EN-US","en-US","Set Focus","Set Focus","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTAGCOMPOSER.LBLTEXTRULES","DE-CH","de-CH","Textregeln","Textregeln","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTAGCOMPOSER.LBLTEXTRULES","EN-US","en-US","Text Rules","Text Rules","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONAUDIT.AUDIT_STATUS","DE-CH","de-CH","Audit-Status","Audit-Status","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONAUDIT.AUDIT_STATUS","EN-US","en-US","Audit status","Audit status","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONAUDIT.CLEAR_FILTERS","DE-CH","de-CH","Filter loeschen","Filter loeschen","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONAUDIT.CLEAR_FILTERS","EN-US","en-US","Clear filters","Clear filters","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONAUDIT.CMDCLEARFILTERS","DE-CH","de-CH","Filter Reset","Filter Reset","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONAUDIT.CMDCLEARFILTERS","EN-US","en-US","Clear Filters","Clear Filters","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONAUDIT.CMDCREATEMISSINGROWS","DE-CH","de-CH","Fehlende erstellen","Fehlende erstellen","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONAUDIT.CMDCREATEMISSINGROWS","EN-US","en-US","Create Missing","Create Missing","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONAUDIT.COVERAGE_SUMMARY","DE-CH","de-CH","Abdeckungsuebersicht","Abdeckungsuebersicht","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONAUDIT.COVERAGE_SUMMARY","EN-US","en-US","Coverage summary","Coverage summary","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONAUDIT.CREATE_MISSING_ROWS","DE-CH","de-CH","Fehlende Eintraege erzeugen","Fehlende Eintraege erzeugen","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONAUDIT.CREATE_MISSING_ROWS","EN-US","en-US","Create missing rows","Create missing rows","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONAUDIT.FORM_TITLE","DE-CH","de-CH","Uebersetzungs-Audit","Uebersetzungs-Audit","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONAUDIT.FORM_TITLE","EN-US","en-US","Translation audit","Translation audit","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONAUDIT.LANGUAGE_CODE","DE-CH","de-CH","Sprache","Sprache","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONAUDIT.LANGUAGE_CODE","EN-US","en-US","Language","Language","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONAUDIT.LBLFALLBACKTEXT","DE-CH","de-CH","Ersatztext","Ersatztext","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONAUDIT.LBLFALLBACKTEXT","EN-US","en-US","Fallback text","Fallback text","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONAUDIT.LBLFORMTITLE","DE-CH","de-CH","Übersetzungen prüfen","Übersetzungen prüfen","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONAUDIT.LBLFORMTITLE","EN-US","en-US","Translations Audit","Translations Audit","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONAUDIT.LBLISACTIVE","DE-CH","de-CH","Aktiv","Aktiv","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONAUDIT.LBLISACTIVE","EN-US","en-US","Active","Active","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONAUDIT.LBLPRODUCTGROUPID","DE-CH","de-CH","Fehlbenennung","Fehlbenennung","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONAUDIT.LBLPRODUCTGROUPID","EN-US","en-US","Incorrect naming","Incorrect naming","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONAUDIT.LBLTRANSLATIONKEY","DE-CH","de-CH","Schlüssel","Schlüssel","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONAUDIT.LBLTRANSLATIONKEY","EN-US","en-US","Key","Key","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONAUDIT.LBLTRANSLATIONVALUE","DE-CH","de-CH","Übersetzung","Übersetzung","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONAUDIT.LBLTRANSLATIONVALUE","EN-US","en-US","Translation","Translation","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONAUDIT.OPEN_TRANSLATION","DE-CH","de-CH","Uebersetzung oeffnen","Uebersetzung oeffnen","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONAUDIT.OPEN_TRANSLATION","EN-US","en-US","Open translation","Open translation","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONAUDIT.REFRESH_AUDIT","DE-CH","de-CH","Audit pruefen","Audit pruefen","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONAUDIT.REFRESH_AUDIT","EN-US","en-US","Run audit","Run audit","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONAUDIT.SCOPE_CODE","DE-CH","de-CH","Bereich","Bereich","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONAUDIT.SCOPE_CODE","EN-US","en-US","Scope","Scope","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONAUDIT.SEARCH","DE-CH","de-CH","Suche","Suche","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONAUDIT.SEARCH","EN-US","en-US","Search","Search","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONEDIT.AUDIT_STATUS","DE-CH","de-CH","Audit-Status","Audit-Status","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONEDIT.AUDIT_STATUS","EN-US","en-US","Audit status","Audit status","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONEDIT.CANCEL","DE-CH","de-CH","Abbrechen","Abbrechen","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONEDIT.CANCEL","EN-US","en-US","Cancel","Cancel","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONEDIT.CMDCANCEL","DE-CH","de-CH","Abbrechen","Abbrechen","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONEDIT.CMDCANCEL","EN-US","en-US","Cancel","Cancel","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONEDIT.CMDDEEPL","DE-CH","de-CH","DeepL","DeepL","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONEDIT.CMDDEEPL","EN-US","en-US","DeepL","DeepL","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONEDIT.CMDSAVE","DE-CH","de-CH","Speichern","Speichern","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONEDIT.CMDSAVE","EN-US","en-US","Save","Save","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONEDIT.DE_CH","DE-CH","de-CH","Deutsch (Schweiz)","Deutsch (Schweiz)","IDENTICAL_SELF_MATCH","True"
