"translation_key","old_language_code","new_language_code","old_text","new_text","classification","auto_cleanable"
"FORM.FRMORDERDETAIL.LBLFORMTITLE","DE-CH","de-CH","Bestellung","Bestellung","IDENTICAL_SELF_MATCH","True"
"FORM.FRMORDERDETAIL.LBLFORMTITLE","EN-US","en-US","Order","Order","IDENTICAL_SELF_MATCH","True"
"FORM.FRMORDERDETAIL.LBLGROSSAMOUNT","DE-CH","de-CH","Brutto","Brutto","IDENTICAL_SELF_MATCH","True"
"FORM.FRMORDERDETAIL.LBLGROSSAMOUNT","EN-US","en-US","Gross","Gross","IDENTICAL_SELF_MATCH","True"
"FORM.FRMORDERDETAIL.LBLINTERNALNOTESTEXT","DE-CH","de-CH","Interne Notizen","Interne Notizen","IDENTICAL_SELF_MATCH","True"
"FORM.FRMORDERDETAIL.LBLINTERNALNOTESTEXT","EN-US","en-US","Internal Notes","Internal Notes","IDENTICAL_SELF_MATCH","True"
"FORM.FRMORDERDETAIL.LBLLANGUAGECODE","DE-CH","de-CH","Sprache","Sprache","IDENTICAL_SELF_MATCH","True"
"FORM.FRMORDERDETAIL.LBLLANGUAGECODE","EN-US","en-US","Language","Language","IDENTICAL_SELF_MATCH","True"
"FORM.FRMORDERDETAIL.LBLNETAMOUNT","DE-CH","de-CH","Netto","Netto","IDENTICAL_SELF_MATCH","True"
"FORM.FRMORDERDETAIL.LBLNETAMOUNT","EN-US","en-US","Net","Net","IDENTICAL_SELF_MATCH","True"
"FORM.FRMORDERDETAIL.LBLNOTESTEXT","DE-CH","de-CH","Notizen","Notizen","IDENTICAL_SELF_MATCH","True"
"FORM.FRMORDERDETAIL.LBLNOTESTEXT","EN-US","en-US","Notes","Notes","IDENTICAL_SELF_MATCH","True"
"FORM.FRMORDERDETAIL.LBLORDERDATE","DE-CH","de-CH","Bestelldatum","Bestelldatum","IDENTICAL_SELF_MATCH","True"
"FORM.FRMORDERDETAIL.LBLORDERDATE","EN-US","en-US","Order Date","Order Date","IDENTICAL_SELF_MATCH","True"
"FORM.FRMORDERDETAIL.LBLORDERNO","DE-CH","de-CH","Bestell-Nr.","Bestell-Nr.","IDENTICAL_SELF_MATCH","True"
"FORM.FRMORDERDETAIL.LBLORDERNO","EN-US","en-US","Order No.","Order No.","IDENTICAL_SELF_MATCH","True"
"FORM.FRMORDERDETAIL.LBLORDERSTATUSCODE","DE-CH","de-CH","Status","Status","IDENTICAL_SELF_MATCH","True"
"FORM.FRMORDERDETAIL.LBLORDERSTATUSCODE","EN-US","en-US","Status","Status","IDENTICAL_SELF_MATCH","True"
"FORM.FRMORDERDETAIL.LBLORDERTYPECODE","DE-CH","de-CH","Typ","Typ","IDENTICAL_SELF_MATCH","True"
"FORM.FRMORDERDETAIL.LBLORDERTYPECODE","EN-US","en-US","Type","Type","IDENTICAL_SELF_MATCH","True"
"FORM.FRMORDERDETAIL.LBLPAYMENTTERMCODE","DE-CH","de-CH","Zahlungsbedingung","Zahlungsbedingung","IDENTICAL_SELF_MATCH","True"
"FORM.FRMORDERDETAIL.LBLPAYMENTTERMCODE","EN-US","en-US","Payment Terms","Payment Terms","IDENTICAL_SELF_MATCH","True"
"FORM.FRMORDERDETAIL.LBLREFERENCETEXT","DE-CH","de-CH","Referenz","Referenz","IDENTICAL_SELF_MATCH","True"
"FORM.FRMORDERDETAIL.LBLREFERENCETEXT","EN-US","en-US","Reference","Reference","IDENTICAL_SELF_MATCH","True"
"FORM.FRMORDERDETAIL.LBLSUBTOTALNETAMOUNT","DE-CH","de-CH","Zwischentotal netto","Zwischentotal netto","IDENTICAL_SELF_MATCH","True"
"FORM.FRMORDERDETAIL.LBLSUBTOTALNETAMOUNT","EN-US","en-US","Subtotal (net)","Subtotal (net)","IDENTICAL_SELF_MATCH","True"
"FORM.FRMORDERDETAIL.LBLVALIDUNTIL","DE-CH","de-CH","Gültig bis","Gültig bis","IDENTICAL_SELF_MATCH","True"
"FORM.FRMORDERDETAIL.LBLVALIDUNTIL","EN-US","en-US","Valid until","Valid until","IDENTICAL_SELF_MATCH","True"
"FORM.FRMORDERDETAIL.LBLVATAMOUNT","DE-CH","de-CH","MWST","MWST","IDENTICAL_SELF_MATCH","True"
"FORM.FRMORDERDETAIL.LBLVATAMOUNT","EN-US","en-US","VAT","VAT","IDENTICAL_SELF_MATCH","True"
"FORM.FRMORDERDETAIL.LBLVATMODE","DE-CH","de-CH","MWST-Modus","MWST-Modus","IDENTICAL_SELF_MATCH","True"
"FORM.FRMORDERDETAIL.LBLVATMODE","EN-US","en-US","VAT Mode","VAT Mode","IDENTICAL_SELF_MATCH","True"
"FORM.FRMPOSTALCODESELECT.POSTAL_CODES","DE-CH","de-CH","Postleitzahlen","Postleitzahlen","IDENTICAL_SELF_MATCH","True"
"FORM.FRMPOSTALCODESELECT.POSTAL_CODES","EN-US","en-US","Postal codes","Postal codes","IDENTICAL_SELF_MATCH","True"
"FORM.FRMTAGCOMPOSER.BASIC","DE-CH","de-CH","Basis","Basis","IDENTICAL_SELF_MATCH","True"
"FORM.FRMTAGCOMPOSER.BASIC","EN-US","en-US","Base","Base","IDENTICAL_SELF_MATCH","True"
"FORM.FRMTAGCOMPOSER.CONTEXT","DE-CH","de-CH","Kontext","Kontext","IDENTICAL_SELF_MATCH","True"
"FORM.FRMTAGCOMPOSER.CONTEXT","EN-US","en-US","context","context","IDENTICAL_SELF_MATCH","True"
"FORM.FRMTAGCOMPOSER.FORM_TITLE","DE-CH","de-CH","Tag Composer","Tag Composer","IDENTICAL_SELF_MATCH","True"
"FORM.FRMTAGCOMPOSER.FORM_TITLE","EN-US","en-US","Tag Composer","Tag Composer","IDENTICAL_SELF_MATCH","True"
"FORM.FRMTAGCOMPOSER.MAX","DE-CH","de-CH","Max","Max","IDENTICAL_SELF_MATCH","True"
"FORM.FRMTAGCOMPOSER.MAX","EN-US","en-US","Max","Max","IDENTICAL_SELF_MATCH","True"
"FORM.FRMTAGCOMPOSER.MAX_LEN","DE-CH","de-CH","MaxLen","MaxLen","IDENTICAL_SELF_MATCH","True"
"FORM.FRMTAGCOMPOSER.MAX_LEN","EN-US","en-US","MaxLen","MaxLen","IDENTICAL_SELF_MATCH","True"
"FORM.FRMTAGCOMPOSER.MIN","DE-CH","de-CH","Min","Min","IDENTICAL_SELF_MATCH","True"
"FORM.FRMTAGCOMPOSER.MIN","EN-US","en-US","Min","Min","IDENTICAL_SELF_MATCH","True"
"FORM.FRMTAGCOMPOSER.MIN_LEN","DE-CH","de-CH","MinLen","MinLen","IDENTICAL_SELF_MATCH","True"
"FORM.FRMTAGCOMPOSER.MIN_LEN","EN-US","en-US","MinLen","MinLen","IDENTICAL_SELF_MATCH","True"
"FORM.FRMTAGCOMPOSER.MOD","DE-CH","de-CH","Modul","Modul","IDENTICAL_SELF_MATCH","True"
"FORM.FRMTAGCOMPOSER.MOD","EN-US","en-US","Module","Module","IDENTICAL_SELF_MATCH","True"
"FORM.FRMTAGCOMPOSER.OBJECT_TYPE","DE-CH","de-CH","Objekttyp","Objekttyp","IDENTICAL_SELF_MATCH","True"
"FORM.FRMTAGCOMPOSER.OBJECT_TYPE","EN-US","en-US","Object type","Object type","IDENTICAL_SELF_MATCH","True"
"FORM.FRMTAGCOMPOSER.OBJECTS","DE-CH","de-CH","Obkjekte","Obkjekte","IDENTICAL_SELF_MATCH","True"
"FORM.FRMTAGCOMPOSER.OBJECTS","EN-US","en-US","Objects","Objects","IDENTICAL_SELF_MATCH","True"
"FORM.FRMTAGCOMPOSER.ROLE","DE-CH","de-CH","Rolle","Rolle","IDENTICAL_SELF_MATCH","True"
"FORM.FRMTAGCOMPOSER.ROLE","EN-US","en-US","Role","Role","IDENTICAL_SELF_MATCH","True"
"FORM.FRMTAGCOMPOSER.TAG_STRING_RESULT","DE-CH","de-CH","Tag Zeichenkette Resultat","Tag Zeichenkette Resultat","IDENTICAL_SELF_MATCH","True"
"FORM.FRMTAGCOMPOSER.TAG_STRING_RESULT","EN-US","en-US","Tag String Result","Tag String Result","IDENTICAL_SELF_MATCH","True"
"FORM.FRMTAGCOMPOSER.VALUES","DE-CH","de-CH","Werte","Werte","IDENTICAL_SELF_MATCH","True"
"FORM.FRMTAGCOMPOSER.VALUES","EN-US","en-US","Values","Values","IDENTICAL_SELF_MATCH","True"
"FORM.SFRMADDRESSCONTACTS.CONTACT_TYPE_CODE","DE-CH","de-CH","Typ","Typ","IDENTICAL_SELF_MATCH","True"
"FORM.SFRMADDRESSCONTACTS.CONTACT_TYPE_CODE","EN-US","en-US","Type","Type","IDENTICAL_SELF_MATCH","True"
"FORM.SFRMADDRESSCONTACTS.CONTACT_VALUE","DE-CH","de-CH","Kontakt/Nummer","Kontakt/Nummer","IDENTICAL_SELF_MATCH","True"
"FORM.SFRMADDRESSCONTACTS.CONTACT_VALUE","EN-US","en-US","Contact/Number","Contact/Number","IDENTICAL_SELF_MATCH","True"
"FORM.SFRMADDRESSCONTACTS.IS_PRIMARY","DE-CH","de-CH","Haupt","Haupt","IDENTICAL_SELF_MATCH","True"
"FORM.SFRMADDRESSCONTACTS.IS_PRIMARY","EN-US","en-US","Main","Main","IDENTICAL_SELF_MATCH","True"
"FORM.SFRMADDRESSCONTACTS.REMARKS","DE-CH","de-CH","Notizen","Notizen","IDENTICAL_SELF_MATCH","True"
"FORM.SFRMADDRESSCONTACTS.REMARKS","EN-US","en-US","Notes","Notes","IDENTICAL_SELF_MATCH","True"
"FORM.SFRMORDERLINES.LBLARTICLEID","DE-CH","de-CH","Art-ID","Art-ID","IDENTICAL_SELF_MATCH","True"
"FORM.SFRMORDERLINES.LBLARTICLEID","EN-US","en-US","Itm-ID","Itm-ID","IDENTICAL_SELF_MATCH","True"
"FORM.SFRMORDERLINES.LBLDESCRIPTIONTEXT","DE-CH","de-CH","Bezeichnung","Bezeichnung","IDENTICAL_SELF_MATCH","True"
"FORM.SFRMORDERLINES.LBLDESCRIPTIONTEXT","EN-US","en-US","Description","Description","IDENTICAL_SELF_MATCH","True"
"FORM.SFRMORDERLINES.LBLDISCOUNTTYPE","DE-CH","de-CH","Typ","Typ","IDENTICAL_SELF_MATCH","True"
"FORM.SFRMORDERLINES.LBLDISCOUNTTYPE","EN-US","en-US","Type","Type","IDENTICAL_SELF_MATCH","True"
"FORM.SFRMORDERLINES.LBLDISCOUNTVALUE","DE-CH","de-CH","Rabatt","Rabatt","IDENTICAL_SELF_MATCH","True"
"FORM.SFRMORDERLINES.LBLDISCOUNTVALUE","EN-US","en-US","Discount","Discount","IDENTICAL_SELF_MATCH","True"
"FORM.SFRMORDERLINES.LBLLINEGROSSAMOUNT","DE-CH","de-CH","Total","Total","IDENTICAL_SELF_MATCH","True"
"FORM.SFRMORDERLINES.LBLLINEGROSSAMOUNT","EN-US","en-US","Total","Total","IDENTICAL_SELF_MATCH","True"
"FORM.SFRMORDERLINES.LBLLINENETAMOUNT","DE-CH","de-CH","Netto","Netto","IDENTICAL_SELF_MATCH","True"
"FORM.SFRMORDERLINES.LBLLINENETAMOUNT","EN-US","en-US","Net","Net","IDENTICAL_SELF_MATCH","True"
"FORM.SFRMORDERLINES.LBLLINENO","DE-CH","de-CH","Sort","Sort","IDENTICAL_SELF_MATCH","True"
"FORM.SFRMORDERLINES.LBLLINENO","EN-US","en-US","Sort","Sort","IDENTICAL_SELF_MATCH","True"
"FORM.SFRMORDERLINES.LBLLINEVATAMOUNT","DE-CH","de-CH","MwSt.","MwSt.","IDENTICAL_SELF_MATCH","True"
"FORM.SFRMORDERLINES.LBLLINEVATAMOUNT","EN-US","en-US","VAT","VAT","IDENTICAL_SELF_MATCH","True"
"FORM.SFRMORDERLINES.LBLQUANTITY","DE-CH","de-CH","Anz.","Anz.","IDENTICAL_SELF_MATCH","True"
"FORM.SFRMORDERLINES.LBLQUANTITY","EN-US","en-US","Qty.","Qty.","IDENTICAL_SELF_MATCH","True"
"FORM.SFRMORDERLINES.LBLSURCHARGETYPE","DE-CH","de-CH","Typ","Typ","IDENTICAL_SELF_MATCH","True"
"FORM.SFRMORDERLINES.LBLSURCHARGETYPE","EN-US","en-US","Type","Type","IDENTICAL_SELF_MATCH","True"
"FORM.SFRMORDERLINES.LBLSURCHARGEVALUE","DE-CH","de-CH","Aufschlag","Aufschlag","IDENTICAL_SELF_MATCH","True"
"FORM.SFRMORDERLINES.LBLSURCHARGEVALUE","EN-US","en-US","Surcharge","Surcharge","IDENTICAL_SELF_MATCH","True"
"FORM.SFRMORDERLINES.LBLUNITCODE","DE-CH","de-CH","Einheit","Einheit","IDENTICAL_SELF_MATCH","True"
"FORM.SFRMORDERLINES.LBLUNITCODE","EN-US","en-US","Unit","Unit","IDENTICAL_SELF_MATCH","True"
"FORM.SFRMORDERLINES.LBLUNITPRICE","DE-CH","de-CH","Preis","Preis","IDENTICAL_SELF_MATCH","True"
"FORM.SFRMORDERLINES.LBLUNITPRICE","EN-US","en-US","Price","Price","IDENTICAL_SELF_MATCH","True"
"FORM.SFRMORDERLINES.LBLVATCODE","DE-CH","de-CH","MwSt.","MwSt.","IDENTICAL_SELF_MATCH","True"
"FORM.SFRMORDERLINES.LBLVATCODE","EN-US","en-US","VAT","VAT","IDENTICAL_SELF_MATCH","True"
"FORM.SFRMORDERLINES.LBLVATRATE","DE-CH","de-CH","Satz","Satz","IDENTICAL_SELF_MATCH","True"
"FORM.SFRMORDERLINES.LBLVATRATE","EN-US","en-US","Rate","Rate","IDENTICAL_SELF_MATCH","True"
"MSG.ADDRESS_COCKPIT_ORDER_CREATE_FAILED","DE-CH","de-CH","Die Bestellung konnte nicht erstellt werden.","Die Bestellung konnte nicht erstellt werden.","IDENTICAL_SELF_MATCH","True"
"MSG.ADDRESS_COCKPIT_ORDER_CREATE_FAILED","EN-US","en-US","The order could not be created.","The order could not be created.","IDENTICAL_SELF_MATCH","True"
"MSG.ADDRESS_COCKPIT_ORDER_DETAIL_MISSING","DE-CH","de-CH","Die Bestellung wurde erstellt, aber frmOrderDetail ist nicht verfuegbar.","Die Bestellung wurde erstellt, aber frmOrderDetail ist nicht verfuegbar.","IDENTICAL_SELF_MATCH","True"
"MSG.ADDRESS_COCKPIT_ORDER_DETAIL_MISSING","EN-US","en-US","The order was created, but frmOrderDetail is not available.","The order was created, but frmOrderDetail is not available.","IDENTICAL_SELF_MATCH","True"
"MSG.ADDRESS_COCKPIT_SELECT_ADDRESS_FIRST","DE-CH","de-CH","Bitte zuerst eine Adresse auswaehlen.","Bitte zuerst eine Adresse auswaehlen.","IDENTICAL_SELF_MATCH","True"
"MSG.ADDRESS_COCKPIT_SELECT_ADDRESS_FIRST","EN-US","en-US","Please select an address first.","Please select an address first.","IDENTICAL_SELF_MATCH","True"
"MSG.ARTICLE_CANCEL_CONFIRM","DE-CH","de-CH","Aenderungen verwerfen?","Aenderungen verwerfen?","IDENTICAL_SELF_MATCH","True"
"MSG.ARTICLE_CANCEL_CONFIRM","EN-US","en-US","Discard changes?","Discard changes?","IDENTICAL_SELF_MATCH","True"
"MSG.ARTICLE_DUPLICATE_NO","DE-CH","de-CH","Artikel-Nr. existiert bereits.","Artikel-Nr. existiert bereits.","IDENTICAL_SELF_MATCH","True"
"MSG.ARTICLE_DUPLICATE_NO","EN-US","en-US","Article no. already exists.","Article no. already exists.","IDENTICAL_SELF_MATCH","True"
"MSG.ARTICLE_GROUP_CANCEL_CONFIRM","DE-CH","de-CH","Aenderungen verwerfen?","Aenderungen verwerfen?","IDENTICAL_SELF_MATCH","True"
"MSG.ARTICLE_GROUP_CANCEL_CONFIRM","EN-US","en-US","Discard changes?","Discard changes?","IDENTICAL_SELF_MATCH","True"
"MSG.ARTICLE_GROUP_CODE_REQUIRED","DE-CH","de-CH","Artikelgruppen-Code ist erforderlich.","Artikelgruppen-Code ist erforderlich.","IDENTICAL_SELF_MATCH","True"
"MSG.ARTICLE_GROUP_CODE_REQUIRED","EN-US","en-US","Article group code is required.","Article group code is required.","IDENTICAL_SELF_MATCH","True"
"MSG.ARTICLE_GROUP_DETAIL_LOAD_ERROR","DE-CH","de-CH","Fehler beim Laden der Artikelgruppendetails.","Fehler beim Laden der Artikelgruppendetails.","IDENTICAL_SELF_MATCH","True"
"MSG.ARTICLE_GROUP_DETAIL_LOAD_ERROR","EN-US","en-US","Error loading the article group details.","Error loading the article group details.","IDENTICAL_SELF_MATCH","True"
"MSG.ARTICLE_GROUP_DISCARD_CHANGES","DE-CH","de-CH","Ungespeicherte Aenderungen verwerfen?","Ungespeicherte Aenderungen verwerfen?","IDENTICAL_SELF_MATCH","True"
"MSG.ARTICLE_GROUP_DISCARD_CHANGES","EN-US","en-US","Discard unsaved changes?","Discard unsaved changes?","IDENTICAL_SELF_MATCH","True"
"MSG.ARTICLE_GROUP_DUPLICATE_CODE","DE-CH","de-CH","Artikelgruppen-Code existiert bereits.","Artikelgruppen-Code existiert bereits.","IDENTICAL_SELF_MATCH","True"
"MSG.ARTICLE_GROUP_DUPLICATE_CODE","EN-US","en-US","Article group code already exists.","Article group code already exists.","IDENTICAL_SELF_MATCH","True"
"MSG.ARTICLE_GROUP_LIST_LOAD_ERROR","DE-CH","de-CH","Fehler beim Laden der Artikelgruppenliste.","Fehler beim Laden der Artikelgruppenliste.","IDENTICAL_SELF_MATCH","True"
"MSG.ARTICLE_GROUP_LIST_LOAD_ERROR","EN-US","en-US","Error loading the article group list.","Error loading the article group list.","IDENTICAL_SELF_MATCH","True"
"MSG.ARTICLE_GROUP_NAME_REQUIRED","DE-CH","de-CH","Artikelgruppen-Name ist erforderlich.","Artikelgruppen-Name ist erforderlich.","IDENTICAL_SELF_MATCH","True"
"MSG.ARTICLE_GROUP_NAME_REQUIRED","EN-US","en-US","Article group name is required.","Article group name is required.","IDENTICAL_SELF_MATCH","True"
"MSG.ARTICLE_GROUP_REQUIRED","DE-CH","de-CH","Artikelgruppe ist erforderlich.","Artikelgruppe ist erforderlich.","IDENTICAL_SELF_MATCH","True"
"MSG.ARTICLE_GROUP_REQUIRED","EN-US","en-US","Product group is required.","Product group is required.","IDENTICAL_SELF_MATCH","True"
"MSG.ARTICLE_GROUP_SAVE_ERROR","DE-CH","de-CH","Fehler beim Speichern der Artikelgruppe.","Fehler beim Speichern der Artikelgruppe.","IDENTICAL_SELF_MATCH","True"
"MSG.ARTICLE_GROUP_SAVE_ERROR","EN-US","en-US","Error saving the article group.","Error saving the article group.","IDENTICAL_SELF_MATCH","True"
"MSG.ARTICLE_GROUP_SAVE_OR_CANCEL_FIRST","DE-CH","de-CH","Bitte zuerst speichern oder abbrechen.","Bitte zuerst speichern oder abbrechen.","IDENTICAL_SELF_MATCH","True"
"MSG.ARTICLE_GROUP_SAVE_OR_CANCEL_FIRST","EN-US","en-US","Please save or cancel first.","Please save or cancel first.","IDENTICAL_SELF_MATCH","True"
"MSG.ARTICLE_GROUP_SELECT_FIRST","DE-CH","de-CH","Bitte zuerst eine Artikelgruppe auswaehlen.","Bitte zuerst eine Artikelgruppe auswaehlen.","IDENTICAL_SELF_MATCH","True"
"MSG.ARTICLE_GROUP_SELECT_FIRST","EN-US","en-US","Please select an article group first.","Please select an article group first.","IDENTICAL_SELF_MATCH","True"
"MSG.ARTICLE_LIST_LOAD_ERROR","DE-CH","de-CH","Fehler beim Laden der Artikelliste.","Fehler beim Laden der Artikelliste.","IDENTICAL_SELF_MATCH","True"
"MSG.ARTICLE_LIST_LOAD_ERROR","EN-US","en-US","Error loading the article list.","Error loading the article list.","IDENTICAL_SELF_MATCH","True"
"MSG.ARTICLE_NAME_REQUIRED","DE-CH","de-CH","Artikelname ist erforderlich.","Artikelname ist erforderlich.","IDENTICAL_SELF_MATCH","True"
"MSG.ARTICLE_NAME_REQUIRED","EN-US","en-US","Article name is required.","Article name is required.","IDENTICAL_SELF_MATCH","True"
"MSG.ARTICLE_NO_REQUIRED","DE-CH","de-CH","Artikel-Nr. ist erforderlich.","Artikel-Nr. ist erforderlich.","IDENTICAL_SELF_MATCH","True"
"MSG.ARTICLE_NO_REQUIRED","EN-US","en-US","Article no. is required.","Article no. is required.","IDENTICAL_SELF_MATCH","True"
"MSG.ARTICLE_SALES_PRICE_REQUIRED","DE-CH","de-CH","Verkaufspreis ist erforderlich.","Verkaufspreis ist erforderlich.","IDENTICAL_SELF_MATCH","True"
"MSG.ARTICLE_SALES_PRICE_REQUIRED","EN-US","en-US","Sales price is required.","Sales price is required.","IDENTICAL_SELF_MATCH","True"
"MSG.ARTICLE_SAVE_ERROR","DE-CH","de-CH","Fehler beim Speichern des Artikels.","Fehler beim Speichern des Artikels.","IDENTICAL_SELF_MATCH","True"
"MSG.ARTICLE_SAVE_ERROR","EN-US","en-US","Error saving the article.","Error saving the article.","IDENTICAL_SELF_MATCH","True"
"MSG.ARTICLE_UNIT_REQUIRED","DE-CH","de-CH","Einheit ist erforderlich.","Einheit ist erforderlich.","IDENTICAL_SELF_MATCH","True"
"MSG.ARTICLE_UNIT_REQUIRED","EN-US","en-US","Unit is required.","Unit is required.","IDENTICAL_SELF_MATCH","True"
"MSG.ARTICLE_VAT_REQUIRED","DE-CH","de-CH","MWST-Code ist erforderlich.","MWST-Code ist erforderlich.","IDENTICAL_SELF_MATCH","True"
"MSG.ARTICLE_VAT_REQUIRED","EN-US","en-US","VAT code is required.","VAT code is required.","IDENTICAL_SELF_MATCH","True"
"MSG.DEEPL_API_KEY_MISSING","DE-CH","de-CH","DeepL API-Schluessel ist nicht konfiguriert.","DeepL API-Schluessel ist nicht konfiguriert.","IDENTICAL_SELF_MATCH","True"
"MSG.DEEPL_API_KEY_MISSING","EN-US","en-US","DeepL API key is not configured.","DeepL API key is not configured.","IDENTICAL_SELF_MATCH","True"
"MSG.FW_TRANSLATION_AUDIT_CREATE_MISSING_ERROR","DE-CH","de-CH","Fehler beim Erzeugen fehlender Uebersetzungseintraege.","Fehler beim Erzeugen fehlender Uebersetzungseintraege.","IDENTICAL_SELF_MATCH","True"
"MSG.FW_TRANSLATION_AUDIT_CREATE_MISSING_ERROR","EN-US","en-US","Error creating missing translation rows.","Error creating missing translation rows.","IDENTICAL_SELF_MATCH","True"
"MSG.FW_TRANSLATION_AUDIT_LOAD_ERROR","DE-CH","de-CH","Fehler beim Laden des Uebersetzungs-Audits.","Fehler beim Laden des Uebersetzungs-Audits.","IDENTICAL_SELF_MATCH","True"
"MSG.FW_TRANSLATION_AUDIT_LOAD_ERROR","EN-US","en-US","Error loading the translation audit.","Error loading the translation audit.","IDENTICAL_SELF_MATCH","True"
"MSG.FW_TRANSLATION_AUDIT_OPEN_ERROR","DE-CH","de-CH","Fehler beim Oeffnen der Uebersetzung.","Fehler beim Oeffnen der Uebersetzung.","IDENTICAL_SELF_MATCH","True"
"MSG.FW_TRANSLATION_AUDIT_OPEN_ERROR","EN-US","en-US","Error opening the translation.","Error opening the translation.","IDENTICAL_SELF_MATCH","True"
"MSG.FW_TRANSLATION_AUDIT_REFRESH_ERROR","DE-CH","de-CH","Fehler beim Aktualisieren des Uebersetzungs-Audits.","Fehler beim Aktualisieren des Uebersetzungs-Audits.","IDENTICAL_SELF_MATCH","True"
"MSG.FW_TRANSLATION_AUDIT_REFRESH_ERROR","EN-US","en-US","Error refreshing the translation audit.","Error refreshing the translation audit.","IDENTICAL_SELF_MATCH","True"
"MSG.FW_TRANSLATION_AUDIT_SELECT_FIRST","DE-CH","de-CH","Bitte zuerst einen Uebersetzungseintrag auswaehlen.","Bitte zuerst einen Uebersetzungseintrag auswaehlen.","IDENTICAL_SELF_MATCH","True"
"MSG.FW_TRANSLATION_AUDIT_SELECT_FIRST","EN-US","en-US","Please select a translation entry first.","Please select a translation entry first.","IDENTICAL_SELF_MATCH","True"
"MSG.FW_TRANSLATION_TAG_GENERATOR_DISCARD_CONFIRM","DE-CH","de-CH","Ungespeicherte Tag-Aenderungen verwerfen?","Ungespeicherte Tag-Aenderungen verwerfen?","IDENTICAL_SELF_MATCH","True"
"MSG.FW_TRANSLATION_TAG_GENERATOR_DISCARD_CONFIRM","EN-US","en-US","Discard unsaved tag changes?","Discard unsaved tag changes?","IDENTICAL_SELF_MATCH","True"
"MSG.FW_TRANSLATION_TAG_GENERATOR_FORM_REQUIRED","DE-CH","de-CH","Bitte zuerst ein Formular auswaehlen.","Bitte zuerst ein Formular auswaehlen.","IDENTICAL_SELF_MATCH","True"
"MSG.FW_TRANSLATION_TAG_GENERATOR_FORM_REQUIRED","EN-US","en-US","Please select a form first.","Please select a form first.","IDENTICAL_SELF_MATCH","True"
"MSG.FW_TRANSLATION_TAG_GENERATOR_LOAD_ERROR","DE-CH","de-CH","Fehler beim Laden des Translation-Tag-Generators.","Fehler beim Laden des Translation-Tag-Generators.","IDENTICAL_SELF_MATCH","True"
"MSG.FW_TRANSLATION_TAG_GENERATOR_LOAD_ERROR","EN-US","en-US","Error loading the translation tag generator.","Error loading the translation tag generator.","IDENTICAL_SELF_MATCH","True"
"MSG.FW_TRANSLATION_TAG_GENERATOR_LOAD_FORM_ERROR","DE-CH","de-CH","Fehler beim Laden des ausgewaehlten Formulars.","Fehler beim Laden des ausgewaehlten Formulars.","IDENTICAL_SELF_MATCH","True"
"MSG.FW_TRANSLATION_TAG_GENERATOR_LOAD_FORM_ERROR","EN-US","en-US","Error loading the selected form.","Error loading the selected form.","IDENTICAL_SELF_MATCH","True"
"MSG.FW_TRANSLATION_TAG_GENERATOR_NO_MISSING_KEYS","DE-CH","de-CH","Keine fehlenden Translation-Keys zum Setzen gefunden.","Keine fehlenden Translation-Keys zum Setzen gefunden.","IDENTICAL_SELF_MATCH","True"
"MSG.FW_TRANSLATION_TAG_GENERATOR_NO_MISSING_KEYS","EN-US","en-US","No missing translation keys were found to set.","No missing translation keys were found to set.","IDENTICAL_SELF_MATCH","True"
"MSG.FW_TRANSLATION_TAG_GENERATOR_NOT_TRANSLATABLE","DE-CH","de-CH","Das markierte Control ist nicht fuer einen Translation-Key geeignet.","Das markierte Control ist nicht fuer einen Translation-Key geeignet.","IDENTICAL_SELF_MATCH","True"
"MSG.FW_TRANSLATION_TAG_GENERATOR_NOT_TRANSLATABLE","EN-US","en-US","The selected control is not suitable for a translation key.","The selected control is not suitable for a translation key.","IDENTICAL_SELF_MATCH","True"
"MSG.FW_TRANSLATION_TAG_GENERATOR_SAVE_ERROR","DE-CH","de-CH","Fehler beim Speichern der Translation-Tags.","Fehler beim Speichern der Translation-Tags.","IDENTICAL_SELF_MATCH","True"
"MSG.FW_TRANSLATION_TAG_GENERATOR_SAVE_ERROR","EN-US","en-US","Error saving the translation tags.","Error saving the translation tags.","IDENTICAL_SELF_MATCH","True"
"MSG.FW_TRANSLATION_TAG_GENERATOR_SAVE_SUCCESS","DE-CH","de-CH","Translation-Tags wurden gespeichert.","Translation-Tags wurden gespeichert.","IDENTICAL_SELF_MATCH","True"
"MSG.FW_TRANSLATION_TAG_GENERATOR_SAVE_SUCCESS","EN-US","en-US","Translation tags were saved.","Translation tags were saved.","IDENTICAL_SELF_MATCH","True"
"MSG.FW_TRANSLATION_TAG_GENERATOR_SELECT_CONTROL","DE-CH","de-CH","Bitte zuerst ein Control auswaehlen.","Bitte zuerst ein Control auswaehlen.","IDENTICAL_SELF_MATCH","True"
"MSG.FW_TRANSLATION_TAG_GENERATOR_SELECT_CONTROL","EN-US","en-US","Please select a control first.","Please select a control first.","IDENTICAL_SELF_MATCH","True"
"MSG.TRANSLATION_EDIT_CANCEL_CONFIRM","DE-CH","de-CH","Ungespeicherte Aenderungen verwerfen?","Ungespeicherte Aenderungen verwerfen?","IDENTICAL_SELF_MATCH","True"
"MSG.TRANSLATION_EDIT_CANCEL_CONFIRM","EN-US","en-US","Discard unsaved changes?","Discard unsaved changes?","IDENTICAL_SELF_MATCH","True"
